resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user,matched_skills,skill_gap,match_score
"education: networking certification experience: 7 years skills: javascript, docker, target setting, microservices, networking, responsibility, linux, communication, budget control, quick thinking",network engineer,networking certification,technology,networking certification,"['responsibility', 'quick thinking', 'communication', 'target setting', 'budget control']","['communication', 'quick thinking', 'responsibility']","['networking', 'linux', 'microservices', 'docker', 'javascript']","['networking', 'linux', 'cybersecurity']","['linux', 'quick thinking', 'responsibility', 'networking', 'communication']",['cybersecurity'],0.87
"education: diploma in it experience: 5 years skills: mentoring, tableau, html/css, documentation, react, critical thinking, database, javascript",full stack developer,diploma in information technology,technology,bachelor's in computer science,"['adaptability', 'teamwork']","['teamwork', 'communication', 'critical thinking']","['node.js', 'react', 'javascript']","['node.js', 'react', 'javascript']","['react', 'node.js', 'teamwork', 'javascript']","['communication', 'critical thinking']",0.53
"education: diploma in multimedia design experience: 7 years skills: analytical skills, graphic design, creativity, problem solving, wireframing, decision making, 3d modeling, friendlinessorganization",creative director,diploma in multimedia design,creative_design,bachelor's in graphic design|bachelor's in multimedia,"['creativity', 'analytical skills', 'problem solving', 'decision making', 'friendlinessorganization']","['analytical skills', 'decision making', 'team work']","['graphic design', '3d modeling', 'wireframing']","['graphic design', 'video production']","['decision making', 'graphic design', 'analytical skills']","['team work', 'video production']",0.48
"education: bachelor's in criminology experience: 5 years skills: document preparation, case documentation, team work, criminal law, precision, emergency response, judgment, legal research, planning, leadership",law clerk,bachelor's in criminology,law_and_public_services,diploma in legal studies|bachelor's in law,"['planning', 'leadership', 'precision', 'team work', 'judgment']","['precision', 'planning', 'team work', 'professionalism']","['legal research', 'emergency response', 'case documentation', 'criminal law']","['case documentation', 'document preparation']","['team work', 'case documentation', 'precision', 'planning']","['professionalism', 'document preparation']",0.53
"education: bachelor's in design experience: 1 years skills: ci/cd, responsive design, wireframing, prototyping, communication, graphql, node.js, design thinking",ux designer,bachelor's in design,creative_design,bachelor's in design,"['communication', 'storytelling', 'adaptability']","['storytelling', 'adaptability', 'communication', 'attention to detail']","['prototyping', 'wireframing', 'responsive design']","['prototyping', 'wireframing']","['adaptability', 'prototyping', 'wireframing', 'storytelling', 'communication']",['attention to detail'],0.87
"education: bachelor's in multimedia experience: 5 years skills: 3d modeling, video production, adobe creative suite, judgment, quick thinking, figma, ethics, project management",content creator,bachelor's in multimedia,creative_design,bachelor's in multimedia|diploma in multimedia design,"['quick thinking', 'judgment', 'project management', 'ethics']","['quick thinking', 'ethics', 'judgment', 'budget control']","['adobe creative suite', '3d modeling', 'video production', 'figma']","['video production', 'adobe creative suite', 'graphic design']","['ethics', 'quick thinking', 'adobe creative suite', 'judgment', 'video production']","['graphic design', 'budget control']",0.77
"education: bachelor's in visual communication design experience: 6 years skills: decision making, business acumen, responsive design, professionalism, collaboration, animation, texturing",creative director,bachelor's in visual communication design,creative_design,bachelor's in graphic design|bachelor's in multimedia,"['business acumen', 'collaboration', 'decision making', 'professionalism']","['business acumen', 'collaboration', 'decision making', 'communication']","['responsive design', 'texturing', 'animation']","['animation', 'video production']","['decision making', 'animation', 'business acumen', 'collaboration']","['communication', 'video production']",0.53
"education: bachelor's in mechanical engineering experience: 4 years skills: communication, collaboration, vehicle systems, cad, precision, aerodynamics, teamwork",automotive engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['teamwork', 'communication', 'collaboration', 'precision']","['analysis', 'teamwork', 'adaptability']","['vehicle systems', 'cad', 'aerodynamics']","['vehicle systems', 'cad', 'thermal systems']","['cad', 'vehicle systems', 'teamwork']","['adaptability', 'analysis', 'thermal systems']",0.6
"education: bachelor's in environmental engineering experience: 6 years skills: cad, technical drawing, collaboration, precision, process design, ethics, creativity, strategic thinking",environmental engineer,bachelor's in environmental engineering,engineering,bachelor's in environmental engineering,"['ethics', 'collaboration', 'precision', 'strategic thinking', 'creativity']","['awareness', 'ethics', 'collaboration']","['technical drawing', 'process design', 'cad']","['process design', 'matlab', 'technical drawing']","['process design', 'technical drawing', 'ethics', 'collaboration']","['awareness', 'matlab']",0.73
"education: bachelor's in computer science experience: 4 years skills: professionalism, attention to detail, linux, docker, microservices, problem solving, javascript, collaboration, business acumen",devops engineer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'collaboration', 'attention to detail', 'professionalism', 'business acumen']","['problem solving', 'collaboration', 'planning']","['docker', 'linux', 'microservices', 'javascript']","['docker', 'linux', 'microservices']","['linux', 'docker', 'microservices', 'collaboration', 'problem solving']",['planning'],0.87
"education: bachelor's in interior design experience: 4 years skills: analytical skills, animation, public speaking, friendlinessorganization, adobe creative suite, planning, graphic design",motion graphic designer,bachelor's in interior design,creative_design,bachelor's in multimedia|creative design certification,"['public speaking', 'planning', 'friendlinessorganization', 'analytical skills']","['planning', 'public speaking', 'strategic thinking']","['adobe creative suite', 'graphic design', 'animation']","['animation', 'adobe creative suite', 'video production']","['planning', 'animation', 'public speaking', 'adobe creative suite']","['strategic thinking', 'video production']",0.53
"education: bachelor's in accounting experience: 5 years skills: business acumen, audit procedures, attention to detail, time management, market analysis, accounting, precision, excel",accountant,bachelor's in accounting,economy,bachelor's in accounting,"['attention to detail', 'precision', 'time management', 'business acumen']","['attention to detail', 'precision', 'responsibility']","['accounting', 'excel', 'audit procedures', 'market analysis']","['accounting', 'excel', 'financial analysis']","['accounting', 'attention to detail', 'excel', 'precision']","['responsibility', 'financial analysis']",0.73
"education: networking certification experience: 1 years skills: linux, judgment, quick thinking, networking, responsibility, cybersecurity, javascript",network engineer,networking certification,technology,networking certification,"['quick thinking', 'responsibility', 'judgment']","['communication', 'quick thinking', 'responsibility']","['networking', 'cybersecurity', 'linux', 'javascript']","['networking', 'linux', 'cybersecurity']","['linux', 'quick thinking', 'responsibility', 'cybersecurity', 'networking']",['communication'],0.87
"education: bachelor's in computer science experience: 2 years skills: planning, strategic thinking, leadership, node.js, docker, target setting, teamwork, linux, time management",cloud architect,bachelor's in computer science,technology,bachelor's in computer science,"['strategic thinking', 'planning', 'leadership', 'target setting', 'time management', 'teamwork']","['strategic thinking', 'leadership', 'planning']","['docker', 'linux', 'node.js']","['docker', 'linux', 'microservices']","['linux', 'planning', 'docker', 'strategic thinking', 'leadership']",['microservices'],0.87
"education: bachelor's in computer science experience: 5 years skills: tensorflow, node.js, budget control, problem solving, rest api, docker, microservices, strategic thinking",devops engineer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'strategic thinking', 'budget control']","['problem solving', 'collaboration', 'planning']","['microservices', 'docker', 'tensorflow', 'rest api', 'node.js']","['docker', 'linux', 'microservices']","['docker', 'microservices', 'problem solving']","['linux', 'collaboration', 'planning']",0.6
"education: bachelor's in aerospace engineering experience: 4 years skills: design, scala, business acumen, vue.js, physics, matlab, cad, strategic planning",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,"['business acumen', 'structural analysis']",['structural analysis'],"['cad', 'matlab', 'aerodynamics']","['cad', 'matlab', 'aerodynamics']","['cad', 'matlab', 'aerodynamics', 'structural analysis']",[],1.0
"education: bachelor's in computer science experience: 7 years skills: problem solving, friendlinessorganization, docker, php, sql, collaboration, python, creativity",data engineer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'collaboration', 'friendlinessorganization', 'creativity']","['planning', 'collaboration', 'problem solving']","['docker', 'sql', 'python', 'php']","['python', 'sql', 'docker']","['python', 'sql', 'docker', 'collaboration', 'problem solving']",['planning'],0.87
"education: diploma in multimedia design experience: 5 years skills: analysis, business acumen, public speaking, wireframing, adobe creative suite, motivation",graphic designer,diploma in multimedia design,creative_design,bachelor's in graphic design|creative design certification,"['motivation', 'business acumen', 'public speaking', 'analysis']","['business acumen', 'motivation', 'leadership']","['adobe creative suite', 'wireframing']","['adobe creative suite', 'figma']","['motivation', 'business acumen', 'adobe creative suite']","['figma', 'leadership']",0.48
"education: bachelor's in marketing experience: 9 years skills: valuation, target setting, awareness, budget control, campaign management, python, brand strategy, creativity, copywriting",content marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['creativity', 'budget control', 'awareness', 'target setting']","['creativity', 'storytelling', 'communication']","['brand strategy', 'campaign management', 'copywriting', 'valuation', 'python']","['copywriting', 'brand strategy', 'campaign management']","['copywriting', 'campaign management', 'creativity', 'brand strategy']","['storytelling', 'communication']",0.73
"education: bachelor's in industrial engineering experience: 2 years skills: technical drawing, structural analysis, cad, matlab, project management, planning, electrical systems, precision",manufacturing engineer,bachelor's in industrial engineering,engineering,bachelor's in industrial engineering,"['planning', 'project management', 'precision']","['leadership', 'planning', 'collaboration']","['cad', 'technical drawing', 'electrical systems', 'structural analysis', 'matlab']","['process design', 'cad', 'technical drawing']","['cad', 'technical drawing', 'planning']","['process design', 'leadership', 'collaboration']",0.6
"education: bachelor's in public administration experience: 3 years skills: criminal law, tax law, regulatory compliance, empathy, motivation, investigation",intelligence analyst,bachelor's in public administration,law_and_public_services,bachelor's in criminology|public service certification,"['motivation', 'empathy']","['empathy', 'project management', 'attention to detail']","['regulatory compliance', 'investigation', 'tax law', 'criminal law']","['investigation', 'criminal law', 'case documentation']","['empathy', 'criminal law', 'investigation']","['project management', 'case documentation', 'attention to detail']",0.4
"education: bachelor's in law experience: 8 years skills: criminal law, judgment, analytical skills, legal drafting, patent law, friendlinessorganization, tax law, corporate law, budget control, legal research",corporate lawyer,bachelor's in law,law_and_public_services,bachelor's in law|law certification,"['friendlinessorganization', 'judgment', 'budget control', 'analytical skills']","['judgment', 'budget control', 'friendlinessorganization', 'creativity']","['legal research', 'legal drafting', 'patent law', 'criminal law', 'tax law']","['legal drafting', 'legal research', 'corporate law']","['legal drafting', 'judgment', 'budget control', 'friendlinessorganization', 'legal research']","['creativity', 'corporate law']",0.77
"education: diploma in multimedia design experience: 5 years skills: graphic design, communication, prototyping, lighting, leadership, teamwork, rendering, storytelling, adaptability",animator,diploma in multimedia design,creative_design,bachelor's in multimedia|creative design certification,"['adaptability', 'communication', 'leadership', 'teamwork', 'storytelling']","['leadership', 'communication', 'critical thinking']","['lighting', 'rendering', 'graphic design', 'prototyping']","['lighting', 'rendering', 'animation']","['communication', 'rendering', 'leadership', 'lighting']","['critical thinking', 'animation']",0.53
"education: bachelor's in business experience: 5 years skills: oracle, market research, technical writing, positioning, campaign management, analytics, go, flutter",product marketing manager,bachelor's in business,economy,bachelor's in marketing,"['negotiation', 'planning']","['communication', 'negotiation']",['campaign management'],['campaign management'],"['campaign management', 'negotiation']",['communication'],0.53
"education: bachelor's in software engineering experience: 2 years skills: docker, php, java, adaptability, time management, sql, cybersecurity, problem solving, business acumen, critical thinking",software engineer,bachelor's in software engineering,technology,bachelor's in software engineering,"['critical thinking', 'problem solving', 'adaptability', 'business acumen', 'time management']","['critical thinking', 'team work', 'problem solving']","['java', 'sql', 'php', 'docker', 'cybersecurity']","['python', 'java', 'sql']","['sql', 'java', 'critical thinking', 'problem solving']","['team work', 'python']",0.73
"education: bachelor's in industrial engineering experience: 4 years skills: vehicle systems, leadership, collaboration, statistics, circuit design, cad, planning, technical drawing",industrial engineer,bachelor's in industrial engineering,engineering,bachelor's in industrial engineering,"['planning', 'leadership', 'collaboration']","['leadership', 'planning', 'decision making']","['cad', 'statistics', 'technical drawing', 'circuit design', 'vehicle systems']","['process design', 'cad', 'statistics']","['cad', 'statistics', 'leadership', 'planning']","['decision making', 'process design']",0.73
"education: bachelor's in marketing experience: 3 years skills: react native, cloudformation, seo, analytics, keyword research, backlink strategy, vue.js, content optimization",seo specialist,bachelor's in marketing,economy,bachelor's in marketing,"['negotiation', 'decision making']","['decision making', 'communication', 'business acumen']",['seo'],['seo'],"['decision making', 'seo']","['communication', 'business acumen']",0.6
"education: bachelor's in accounting experience: 1 years skills: public speaking, financial analysis, accounting, leadership, negotiation, python, financial modeling, precision",controller,bachelor's in accounting,economy,bachelor's in accounting|master's in finance,"['precision', 'leadership', 'negotiation', 'public speaking']","['leadership', 'budget control', 'precision']","['financial modeling', 'accounting', 'financial analysis', 'python']","['accounting', 'financial modeling', 'excel']","['accounting', 'leadership', 'financial modeling', 'precision']","['excel', 'budget control']",0.73
"education: bachelor's in environmental engineering experience: 10 years skills: ethics, structural analysis, cad, friendlinessorganization, technical drawing, collaboration, pcb design, process design, analytical skills, analysis, awareness",environmental engineer,bachelor's in environmental engineering,engineering,bachelor's in environmental engineering,"['ethics', 'collaboration', 'awareness', 'friendlinessorganization', 'analysis', 'analytical skills']","['awareness', 'ethics', 'collaboration']","['process design', 'technical drawing', 'structural analysis', 'cad', 'pcb design']","['process design', 'matlab', 'technical drawing']","['awareness', 'process design', 'technical drawing', 'ethics', 'collaboration']",['matlab'],0.87
"education: bachelor's in marketing experience: 7 years skills: copywriting, communication, python, budget control, time management, brand strategy",content marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['communication', 'time management', 'budget control']","['creativity', 'storytelling', 'communication']","['copywriting', 'brand strategy', 'python']","['copywriting', 'brand strategy', 'campaign management']","['copywriting', 'communication', 'brand strategy']","['storytelling', 'campaign management', 'creativity']",0.6
"education: bachelor's in industrial engineering experience: 6 years skills: project management, budget control, embedded systems, planning, process design, decision making, leadership, cad",industrial engineer,bachelor's in industrial engineering,engineering,bachelor's in industrial engineering,"['decision making', 'leadership', 'planning', 'project management', 'budget control']","['leadership', 'planning', 'decision making']","['process design', 'cad', 'embedded systems']","['process design', 'cad', 'statistics']","['decision making', 'process design', 'planning', 'cad', 'leadership']",['statistics'],0.87
"education: law certification experience: 4 years skills: responsibility, public speaking, motivation, teamwork, legal research, criminal law, document preparation, analysis, patent law, team work",detective,law certification,law_and_public_services,bachelor's in criminology|public service certification,"['responsibility', 'analysis', 'team work', 'public speaking', 'teamwork', 'motivation']","['teamwork', 'motivation', 'analysis', 'ethics']","['document preparation', 'patent law', 'legal research', 'criminal law']","['criminal law', 'investigation']","['teamwork', 'analysis', 'criminal law', 'motivation']","['ethics', 'investigation']",0.53
"education: bachelor's in civil engineering experience: 4 years skills: structural analysis, analysis, technical drawing, microcontrollers, building codes, professionalism, critical thinking",geotechnical engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['critical thinking', 'analysis', 'professionalism']","['analysis', 'critical thinking', 'precision']","['building codes', 'technical drawing', 'structural analysis', 'microcontrollers']","['structural analysis', 'building codes', 'technical drawing']","['technical drawing', 'structural analysis', 'critical thinking', 'building codes', 'analysis']",['precision'],0.87
"education: bachelor's in statistics experience: 4 years skills: excel, sql, documentation, data visualization, tableau, statistical analysis, go, python",data analyst,bachelor's in statistics,technology,bachelor's in mathematics,['statistical analysis'],['statistical analysis'],"['python', 'sql']","['python', 'sql']","['sql', 'statistical analysis', 'python']",[],0.8
"education: bachelor's in biomedical engineering experience: 8 years skills: attention to detail, leadership, professionalism, matlab, problem solving, team work, electrical systems, circuit design",biomedical engineer,bachelor's in biomedical engineering,engineering,bachelor's in biomedical engineering,"['attention to detail', 'problem solving', 'professionalism', 'leadership', 'team work']","['problem solving', 'attention to detail', 'ethics']","['circuit design', 'matlab', 'electrical systems']","['embedded systems', 'circuit design', 'matlab']","['problem solving', 'matlab', 'attention to detail', 'circuit design']","['embedded systems', 'ethics']",0.73
"education: bachelor's in criminology experience: 5 years skills: planning, awareness, criminal law, teamwork, policy knowledge, budget control",immigration officer,bachelor's in criminology,law_and_public_services,public service certification|bachelor's in political science,"['planning', 'teamwork', 'awareness', 'budget control']","['budget control', 'planning', 'teamwork', 'analysis']","['criminal law', 'policy knowledge']","['policy knowledge', 'document preparation']","['policy knowledge', 'teamwork', 'budget control', 'planning']","['document preparation', 'analysis']",0.53
"education: bachelor's in marketing experience: 4 years skills: gcp, python, r, segmentation, a/b testing, analytics, wireframing, email campaign management",email marketing specialist,bachelor's in marketing,economy,bachelor's in marketing,"['communication', 'strategic thinking']","['communication', 'strategic thinking', 'negotiation']","['python', 'copywriting']",['copywriting'],"['copywriting', 'communication', 'strategic thinking']",['negotiation'],0.8
"education: bachelor's in business administration experience: 8 years skills: creativity, copywriting, financial analysis, crm, business acumen, communication, negotiation, market analysis, strategic thinking, problem solving",business development executive,bachelor's in business administration,economy,bachelor's in business administration,"['communication', 'business acumen', 'negotiation', 'strategic thinking', 'creativity', 'problem solving']","['negotiation', 'business acumen', 'communication']","['market analysis', 'financial analysis', 'crm', 'copywriting']","['crm', 'market analysis', 'financial analysis']","['market analysis', 'crm', 'negotiation', 'communication', 'financial analysis', 'business acumen']",[],1.0
"education: bachelor's in multimedia experience: 2 years skills: animation, problem solving, creativity, responsive design, storytelling, target setting, video production, adobe creative suite",social media designer,bachelor's in multimedia,creative_design,bachelor's in multimedia|creative design certification,"['target setting', 'storytelling', 'creativity', 'problem solving']","['storytelling', 'attention to detail']","['animation', 'responsive design', 'video production', 'adobe creative suite']","['video production', 'graphic design']","['storytelling', 'video production']","['graphic design', 'attention to detail']",0.6
"education: public service certification experience: 6 years skills: policy knowledge, fire fighting, case documentation, investigation, awareness, analysis, business acumen, document preparation",court administrator,public service certification,law_and_public_services,bachelor's in public administration|diploma in legal studies,"['business acumen', 'analysis', 'awareness']","['business acumen', 'professionalism']","['document preparation', 'investigation', 'policy knowledge', 'case documentation', 'fire fighting']","['case documentation', 'document preparation']","['document preparation', 'case documentation', 'business acumen']",['professionalism'],0.6
"education: bachelor's in graphic design experience: 8 years skills: motivation, animation, prototyping, precision, teamwork, texturing, awareness",multimedia designer,bachelor's in graphic design,creative_design,bachelor's in multimedia|diploma in multimedia design,"['motivation', 'precision', 'awareness', 'teamwork']","['awareness', 'empathy']","['prototyping', 'texturing', 'animation']","['animation', 'graphic design']","['awareness', 'animation']","['empathy', 'graphic design']",0.4
"education: bachelor's in multimedia experience: 7 years skills: prototyping, texturing, video production, target setting, strategic planning, adobe creative suite",motion graphic designer,bachelor's in multimedia,creative_design,bachelor's in multimedia|creative design certification,"['target setting', 'strategic planning']","['strategic planning', 'negotiation']","['adobe creative suite', 'prototyping', 'texturing', 'video production']","['video production', 'animation']","['strategic planning', 'video production']","['animation', 'negotiation']",0.6
"education: bachelor's in mechanical engineering experience: 6 years skills: critical thinking, autocad, thermal systems, circuit design, process design, aerodynamics, building codes, public speaking, planning",hvac engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['planning', 'critical thinking', 'public speaking']","['planning', 'problem solving', 'responsibility']","['process design', 'thermal systems', 'autocad', 'aerodynamics', 'building codes', 'circuit design']","['thermal systems', 'process design', 'autocad']","['thermal systems', 'process design', 'autocad', 'planning']","['responsibility', 'problem solving']",0.73
"education: bachelor's in computer science experience: 10 years skills: linux, time management, public speaking, node.js, sql, problem solving, collaboration, java, microservices, docker",devops engineer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'collaboration', 'public speaking', 'time management']","['problem solving', 'collaboration', 'planning']","['microservices', 'docker', 'linux', 'sql', 'java', 'node.js']","['docker', 'linux', 'microservices']","['linux', 'docker', 'microservices', 'collaboration', 'problem solving']",['planning'],0.87
"education: law certification experience: 9 years skills: budget control, criminal law, team work, fire fighting, judgment, policy knowledge, regulatory compliance, legal research",legal consultant,law certification,law_and_public_services,bachelor's in law|law certification,"['team work', 'judgment', 'budget control']","['budget control', 'judgment', 'public speaking']","['legal research', 'policy knowledge', 'regulatory compliance', 'fire fighting', 'criminal law']","['regulatory compliance', 'legal research']","['judgment', 'legal research', 'budget control', 'regulatory compliance']",['public speaking'],0.84
"education: bachelor's in civil engineering experience: 3 years skills: autocad, cad, process design, analysis, pcb design, attention to detail, structural analysis, building codes",civil engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['attention to detail', 'analysis']","['planning', 'team work', 'attention to detail']","['building codes', 'structural analysis', 'autocad', 'cad', 'pcb design', 'process design']","['autocad', 'building codes', 'structural analysis']","['building codes', 'autocad', 'attention to detail', 'structural analysis']","['team work', 'planning']",0.73
"education: bachelor's in chemical engineering experience: 5 years skills: leadership, chemical processes, data analysis, process design, safety, thermochemistry, jira, laboratory skills",chemical engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,['data analysis'],['data analysis'],['process design'],['process design'],"['data analysis', 'process design']",[],1.0
"education: bachelor's in cybersecurity experience: 9 years skills: cybersecurity, team work, awareness, networking, linux, critical thinking, leadership, php",cybersecurity specialist,bachelor's in cybersecurity,technology,bachelor's in cybersecurity,"['critical thinking', 'awareness', 'team work', 'leadership']","['awareness', 'judgment', 'critical thinking']","['cybersecurity', 'linux', 'networking', 'php']","['cybersecurity', 'networking', 'linux']","['awareness', 'linux', 'critical thinking', 'cybersecurity', 'networking']",['judgment'],0.87
"education: bachelor's in software engineering experience: 4 years skills: planning, python, php, critical thinking, react, team work, sql, mysql",software engineer,bachelor's in software engineering,technology,bachelor's in software engineering,"['team work', 'critical thinking', 'planning']","['critical thinking', 'team work', 'problem solving']","['python', 'sql', 'mysql', 'react', 'php']","['python', 'java', 'sql']","['sql', 'team work', 'critical thinking', 'python']","['java', 'problem solving']",0.73
"education: bachelor's in graphic design experience: 1 years skills: web design, 3d modeling, attention to detail, creativity, problem solving, ui design, leadership, critical thinking, ux design, negotiation, animation",game artist,bachelor's in graphic design,creative_design,bachelor's in multimedia|creative design certification,"['creativity', 'critical thinking', 'attention to detail', 'problem solving', 'negotiation', 'leadership']","['critical thinking', 'leadership', 'problem solving', 'analytical skills']","['ux design', 'web design', 'ui design', 'animation', '3d modeling']","['3d modeling', 'animation', 'texturing']","['animation', 'leadership', '3d modeling', 'critical thinking', 'problem solving']","['analytical skills', 'texturing']",0.57
"education: bachelor's in accounting experience: 3 years skills: financial analysis, responsibility, attention to detail, financial modeling, quick thinking, accounting",accountant,bachelor's in accounting,economy,bachelor's in accounting,"['attention to detail', 'responsibility', 'quick thinking']","['attention to detail', 'precision', 'responsibility']","['financial analysis', 'accounting', 'financial modeling']","['accounting', 'excel', 'financial analysis']","['accounting', 'responsibility', 'financial analysis', 'attention to detail']","['excel', 'precision']",0.73
"education: bachelor's in law experience: 3 years skills: strategic planning, negotiation, regulatory compliance, empathy, corporate law, legal research, budget control",legal consultant,bachelor's in law,law_and_public_services,bachelor's in law|law certification,"['negotiation', 'empathy', 'budget control', 'strategic planning']","['negotiation', 'empathy', 'motivation']","['legal research', 'corporate law', 'regulatory compliance']","['regulatory compliance', 'corporate law']","['negotiation', 'corporate law', 'empathy', 'regulatory compliance']",['motivation'],0.84
"education: bachelor's in law experience: 7 years skills: empathy, legal research, judgment, litigation, target setting, communication, case documentation, regulatory compliance",prosecutor,bachelor's in law,law_and_public_services,bachelor's in law|law certification,"['target setting', 'empathy', 'communication', 'judgment']","['communication', 'judgment', 'quick thinking', 'motivation']","['legal research', 'litigation', 'case documentation', 'regulatory compliance']","['case documentation', 'litigation']","['judgment', 'communication', 'litigation', 'case documentation']","['quick thinking', 'motivation']",0.73
"education: bachelor's in cybersecurity experience: 7 years skills: node.js, cybersecurity, adaptability, critical thinking, networking, awareness, linux",cybersecurity specialist,bachelor's in cybersecurity,technology,bachelor's in cybersecurity,"['critical thinking', 'awareness', 'adaptability']","['awareness', 'judgment', 'critical thinking']","['linux', 'networking', 'cybersecurity', 'node.js']","['cybersecurity', 'networking', 'linux']","['awareness', 'linux', 'critical thinking', 'cybersecurity', 'networking']",['judgment'],0.87
"education: bachelor's in biomedical engineering experience: 9 years skills: public speaking, vehicle systems, professionalism, matlab, ethics, embedded systems, attention to detail, circuit design, problem solving",biomedical engineer,bachelor's in biomedical engineering,engineering,bachelor's in biomedical engineering,"['ethics', 'problem solving', 'attention to detail', 'professionalism', 'public speaking']","['problem solving', 'attention to detail', 'ethics']","['circuit design', 'matlab', 'embedded systems', 'vehicle systems']","['embedded systems', 'circuit design', 'matlab']","['embedded systems', 'ethics', 'matlab', 'attention to detail', 'circuit design', 'problem solving']",[],1.0
"education: bachelor's in accounting experience: 6 years skills: communication, financial analysis, precision, team work, excel, judgment, copywriting, accounting, statistics",tax specialist,bachelor's in accounting,economy,bachelor's in accounting,"['judgment', 'precision', 'team work', 'communication']","['precision', 'judgment', 'responsibility']","['excel', 'financial analysis', 'accounting', 'statistics', 'copywriting']","['accounting', 'financial analysis', 'excel']","['excel', 'precision', 'judgment', 'accounting', 'financial analysis']",['responsibility'],0.87
"education: bachelor's in business experience: 2 years skills: product knowledge, negotiation, account management, crm, relationship building, sales, vue.js, creativity",account executive,bachelor's in business,economy,bachelor's in business,"['business acumen', 'communication', 'strategic thinking']","['communication', 'business acumen']",['crm'],['crm'],"['crm', 'communication', 'business acumen']",[],1.0
"education: diploma in it experience: 5 years skills: leadership, encryption, pandas, swift, react, database, git, javascript",full stack developer,diploma in information technology,technology,bachelor's in computer science,"['adaptability', 'critical thinking', 'communication']","['teamwork', 'communication']","['node.js', 'react', 'javascript']","['node.js', 'react', 'javascript']","['react', 'node.js', 'communication', 'javascript']",['teamwork'],0.64
"education: bachelor's in chemical engineering experience: 4 years skills: target setting, process design, cad, planning, adaptability, thermal systems",process engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,"['planning', 'adaptability', 'target setting']","['analysis', 'planning', 'problem solving']","['cad', 'process design', 'thermal systems']","['process design', 'cad', 'matlab']","['cad', 'process design', 'planning']","['analysis', 'matlab', 'problem solving']",0.6
"education: bachelor's in chemical engineering experience: 7 years skills: matlab, creativity, process design, cad, problem solving, aerodynamics, analysis",process engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,"['analysis', 'problem solving', 'creativity']","['analysis', 'planning', 'problem solving']","['cad', 'process design', 'matlab', 'aerodynamics']","['process design', 'cad', 'matlab']","['process design', 'cad', 'matlab', 'analysis', 'problem solving']",['planning'],0.87
"education: bachelor's in electronics engineering experience: 3 years skills: pcb design, motivation, analytical skills, electrical systems, microcontrollers, embedded systems",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['analytical skills', 'motivation']","['analytical skills', 'creativity', 'communication']","['microcontrollers', 'embedded systems', 'electrical systems', 'pcb design']","['microcontrollers', 'pcb design', 'embedded systems']","['embedded systems', 'microcontrollers', 'analytical skills', 'pcb design']","['communication', 'creativity']",0.73
"education: diploma in legal studies experience: 8 years skills: patent law, strategic thinking, team work, document preparation, public speaking, legal drafting, case documentation, responsibility, litigation",patent attorney,diploma in legal studies,law_and_public_services,bachelor's in law|law certification,"['team work', 'responsibility', 'public speaking', 'strategic thinking']","['team work', 'public speaking', 'target setting']","['document preparation', 'legal drafting', 'patent law', 'case documentation', 'litigation']","['patent law', 'legal drafting', 'legal research']","['legal drafting', 'team work', 'patent law', 'public speaking']","['target setting', 'legal research']",0.53
"education: bachelor's in environmental engineering experience: 1 years skills: team work, technical drawing, process design, autocad, embedded systems, structural analysis, strategic thinking, ethics, matlab",environmental engineer,bachelor's in environmental engineering,engineering,bachelor's in environmental engineering,"['ethics', 'strategic thinking', 'team work']","['awareness', 'ethics', 'collaboration']","['matlab', 'technical drawing', 'process design', 'autocad', 'embedded systems', 'structural analysis']","['process design', 'matlab', 'technical drawing']","['process design', 'technical drawing', 'ethics', 'matlab']","['awareness', 'collaboration']",0.73
"education: public service certification experience: 5 years skills: friendlinessorganization, regulatory compliance, legal research, critical thinking, target setting, policy knowledge",legal analyst,public service certification,law_and_public_services,bachelor's in law|diploma in legal studies,"['friendlinessorganization', 'critical thinking', 'target setting']","['target setting', 'strategic planning']","['legal research', 'policy knowledge', 'regulatory compliance']","['legal research', 'policy knowledge']","['policy knowledge', 'target setting', 'legal research']",['strategic planning'],0.6
