resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement,soft_skills_user,hard_skills_user,soft_skills_req,hard_skills_req,soft_skills_match,hard_skills_match,match_score,skill_gap,matched_skills
r008757,"education: bachelor's in operations management experience: 3 years skills: data analysis, efficiency optimization, decision making, leadership, budget management, pandas, process management, time management","['pandas', 'communication', 'project management', 'decision making', 'time management']",operations manager,bachelor's in operations management,operations & supply chain,"['process management', 'efficiency optimization', 'leadership', 'quality control', 'project management', 'data analysis']",bachelor's in operations management|bachelor's in business,"['decision making', 'leadership', 'time management', 'communication']","['data analysis', 'efficiency optimization', 'budget management', 'pandas', 'process management', 'project management', 'quality control']",['leadership'],"['process management', 'efficiency optimization', 'quality control', 'project management', 'data analysis']",['leadership'],"['quality control', 'process management', 'efficiency optimization', 'data analysis', 'project management']",0.7333333333333334,"['quality control', 'process management', 'efficiency optimization', 'leadership', 'data analysis']",['project management']
r008758,"education: associate in broadcast technology experience: 4 years skills: firewalls, equipment operation, technical knowledge, attention to detail, safety, troubleshooting, vue.js, broadcasting","['firewalls', 'troubleshooting', 'technical knowledge', 'safety']",broadcast technician,associate in broadcast technology,entertainment & media,"['broadcasting', 'equipment operation', 'technical knowledge', 'troubleshooting', 'safety', 'attention to detail']",associate in broadcast technology,['attention to detail'],"['firewalls', 'equipment operation', 'technical knowledge', 'safety', 'troubleshooting', 'vue.js', 'broadcasting']",['attention to detail'],"['broadcasting', 'equipment operation', 'technical knowledge', 'troubleshooting', 'safety']",['attention to detail'],"['broadcasting', 'equipment operation', 'troubleshooting', 'safety', 'technical knowledge']",0.7333333333333334,"['attention to detail', 'broadcasting', 'equipment operation']","['troubleshooting', 'technical knowledge', 'safety']"
r008759,"education: beauty school experience: 0 years skills: teamwork, rest api, color theory, creativity, ci/cd, customer service, communication, django","['customer service', 'ci/cd', 'rest api', 'django', 'communication']",makeup artist,beauty school,beauty & wellness,"['makeup application', 'creativity', 'color theory', 'communication', 'technical skills', 'customer service']",beauty school|makeup certification,"['teamwork', 'creativity', 'communication']","['rest api', 'color theory', 'ci/cd', 'customer service', 'django', 'technical skills', 'makeup application', 'vue.js']","['creativity', 'communication']","['makeup application', 'color theory', 'technical skills', 'customer service']","['creativity', 'communication']","['color theory', 'technical skills', 'makeup application', 'customer service']",0.7599999999999999,"['creativity', 'technical skills', 'color theory', 'makeup application']","['customer service', 'communication']"
r008760,"education: high school experience: 1 years skills: driving, route planning, flutter, numpy, query optimization, vehicle maintenance, time management, rest api","['flutter', 'query optimization', 'vehicle maintenance', 'route planning', 'safety']",truck driver,high school,transportation & logistics,"['driving', 'safety', 'route planning', 'vehicle maintenance', 'time management', 'responsibility']",high school|commercial driver's license,['time management'],"['driving', 'route planning', 'flutter', 'numpy', 'query optimization', 'vehicle maintenance', 'rest api', 'mongodb', 'responsibility', 'safety']",['time management'],"['driving', 'safety', 'route planning', 'vehicle maintenance', 'responsibility']",['time management'],"['route planning', 'driving', 'safety', 'vehicle maintenance', 'responsibility']",0.7333333333333334,"['time management', 'driving', 'responsibility']","['route planning', 'safety', 'vehicle maintenance']"
r008761,"education: diploma in it experience: 4 years skills: vue.js, network security, javascript, html/css, react, database, responsive design, node.js","['node.js', 'git', 'html/css', 'vue.js', 'javascript']",full stack developer,diploma in information technology,technology,"['javascript', 'react', 'node.js', 'html/css', 'database', 'git']",diploma in information technology|bachelor's in computer science,[],"['vue.js', 'network security', 'javascript', 'html/css', 'react', 'database', 'responsive design', 'node.js', 'git', 'html']",[],"['javascript', 'react', 'node.js', 'html/css', 'database', 'git']",[],"['react', 'database', 'node.js', 'javascript', 'html/css', 'git']",0.6,"['react', 'database']","['javascript', 'git', 'html/css', 'node.js']"
r008762,"education: master's in finance experience: 3 years skills: swift, m&a, excel, financial modeling, graphic design, communication, research, valuation","['swift', 'communication', 'research', 'm&a']",investment banking analyst,master's in finance,finance & accounting,"['financial modeling', 'valuation', 'excel', 'research', 'communication', 'm&a']",master's in finance|bachelor's in finance,['communication'],"['swift', 'm&a', 'excel', 'financial modeling', 'graphic design', 'research', 'valuation']",['communication'],"['financial modeling', 'valuation', 'excel', 'research', 'm&a']",['communication'],"['research', 'valuation', 'financial modeling', 'm&a', 'excel']",0.7333333333333334,"['excel', 'valuation', 'financial modeling']","['research', 'm&a', 'communication']"
r008763,"education: bachelor's in business experience: 1 years skills: numpy, relationship building, postgresql, scikit-learn, product knowledge, sales, negotiation, crm","['scikit-learn', 'negotiation', 'account management', 'relationship building']",account executive,bachelor's in business,marketing & sales,"['account management', 'sales', 'relationship building', 'crm', 'negotiation', 'product knowledge']",bachelor's in business|bachelor's in communications,[],"['numpy', 'relationship building', 'postgresql', 'scikit-learn', 'product knowledge', 'sales', 'negotiation', 'crm', 'account management']",[],"['account management', 'sales', 'relationship building', 'crm', 'negotiation', 'product knowledge']",[],"['sales', 'relationship building', 'product knowledge', 'account management', 'crm', 'negotiation']",0.6,"['crm', 'sales', 'product knowledge']","['relationship building', 'account management', 'negotiation']"
r008764,"education: bachelor's in computer science experience: 3 years skills: jira, stakeholder communication, kotlin, redis, documentation, jupyter, sql, requirements gathering","['jira', 'stakeholder communication', 'documentation', 'excel', 'sql']",business analyst,bachelor's in computer science,data & analytics,"['requirements gathering', 'sql', 'excel', 'process improvement', 'documentation', 'stakeholder communication']",bachelor's in business|bachelor's in computer science,[],"['jira', 'stakeholder communication', 'kotlin', 'redis', 'documentation', 'jupyter', 'sql', 'requirements gathering', 'process improvement', 'react native', 'excel']",[],"['requirements gathering', 'sql', 'excel', 'process improvement', 'documentation', 'stakeholder communication']",[],"['stakeholder communication', 'requirements gathering', 'process improvement', 'sql', 'excel', 'documentation']",0.6,"['process improvement', 'requirements gathering']","['excel', 'sql', 'documentation', 'stakeholder communication']"
r008765,"education: bachelor's in cybersecurity experience: 4 years skills: firewalls, encryption, security protocols, pandas, ci/cd, risk analysis, networking, penetration testing","['networking', 'security protocols', 'pandas', 'ci/cd']",cybersecurity specialist,bachelor's in cybersecurity,technology,"['penetration testing', 'security protocols', 'networking', 'risk analysis', 'encryption', 'firewalls']",bachelor's in cybersecurity|security certification,[],"['firewalls', 'encryption', 'security protocols', 'pandas', 'ci/cd', 'risk analysis', 'networking', 'penetration testing']",[],"['penetration testing', 'security protocols', 'networking', 'risk analysis', 'encryption', 'firewalls']",[],"['encryption', 'security protocols', 'penetration testing', 'networking', 'firewalls', 'risk analysis']",0.6,"['encryption', 'firewalls', 'risk analysis', 'penetration testing']","['security protocols', 'networking']"
r008766,"education: bachelor's in communications experience: 4 years skills: content strategy, seo, writing, strategic planning, analytics, firewalls, project management, app testing","['content strategy', 'scikit-learn', 'research', 'analytics', 'project management']",content marketing manager,bachelor's in communications,marketing & sales,"['content strategy', 'writing', 'seo', 'analytics', 'project management', 'research']",bachelor's in marketing|bachelor's in communications,[],"['content strategy', 'seo', 'writing', 'strategic planning', 'analytics', 'firewalls', 'project management', 'app testing', 'scikit-learn', 'research']",[],"['content strategy', 'writing', 'seo', 'analytics', 'project management', 'research']",[],"['research', 'content strategy', 'writing', 'seo', 'analytics', 'project management']",0.6,"['writing', 'seo']","['research', 'content strategy', 'analytics', 'project management']"
r008767,"education: master's in business experience: 13 years skills: vision, decision making, strategic leadership, compliance, business acumen, executive management, communication, javascript","['executive management', 'vision', 'compliance', 'decision making']",chief executive officer,master's in business,private sector management,"['strategic leadership', 'vision', 'decision making', 'business acumen', 'communication', 'executive management']",business administration|master's in business,"['decision making', 'communication']","['vision', 'strategic leadership', 'compliance', 'business acumen', 'executive management', 'javascript']","['decision making', 'communication']","['strategic leadership', 'vision', 'business acumen', 'executive management']","['communication', 'decision making']","['vision', 'strategic leadership', 'business acumen', 'executive management']",0.7599999999999999,"['communication', 'strategic leadership', 'business acumen']","['vision', 'decision making', 'executive management']"
r008768,"education: bachelor's in computer science experience: 5 years skills: problem solving, functional programming, big data, responsive design, jupyter, scala, apache spark, sql","['responsive design', 'jupyter', 'big data', 'problem solving']",scala developer,bachelor's in computer science,technology,"['scala', 'functional programming', 'apache spark', 'sql', 'problem solving', 'big data']",bachelor's in computer science,['problem solving'],"['functional programming', 'big data', 'responsive design', 'jupyter', 'scala', 'apache spark', 'sql']",['problem solving'],"['scala', 'functional programming', 'apache spark', 'sql', 'big data']",['problem solving'],"['big data', 'functional programming', 'sql', 'scala', 'apache spark']",0.7333333333333334,"['scala', 'functional programming', 'sql', 'apache spark']","['big data', 'problem solving']"
r008769,"education: hvac certification experience: 1 years skills: ios, equipment, safety, hvac systems, kubernetes, troubleshooting, technical knowledge, problem solving","['safety', 'kubernetes', 'technical knowledge', 'troubleshooting']",hvac technician,hvac certification,skilled trades,"['hvac systems', 'troubleshooting', 'safety', 'technical knowledge', 'equipment', 'problem solving']",trade school|hvac certification,['problem solving'],"['ios', 'equipment', 'safety', 'hvac systems', 'kubernetes', 'troubleshooting', 'technical knowledge']",['problem solving'],"['hvac systems', 'troubleshooting', 'safety', 'technical knowledge', 'equipment']",['problem solving'],"['troubleshooting', 'equipment', 'technical knowledge', 'safety', 'hvac systems']",0.7333333333333334,"['equipment', 'hvac systems', 'problem solving']","['safety', 'technical knowledge', 'troubleshooting']"
r008770,"education: bachelor's in business experience: 6 years skills: adobe creative suite, communication, business development strategy, negotiation, sales, market research, technical writing, market analysis","['adobe creative suite', 'communication', 'networking', 'market research']",business development manager,bachelor's in business,marketing & sales,"['business development strategy', 'networking', 'sales', 'negotiation', 'market analysis', 'communication']",bachelor's in business|master's in business,['communication'],"['adobe creative suite', 'business development strategy', 'negotiation', 'sales', 'market research', 'technical writing', 'market analysis', 'networking']",['communication'],"['business development strategy', 'networking', 'sales', 'negotiation', 'market analysis']",['communication'],"['sales', 'business development strategy', 'networking', 'negotiation', 'market analysis']",0.7333333333333334,"['market analysis', 'sales', 'business development strategy', 'negotiation']","['communication', 'networking']"
r008771,"education: master's in healthcare administration experience: 5 years skills: communication, compliance, healthcare management, database design, graphic design, strategic planning, oracle, cassandra","['oracle', 'budget control', 'leadership', 'compliance', 'database design']",healthcare administrator,master's in healthcare administration,healthcare,"['healthcare management', 'budget control', 'leadership', 'compliance', 'strategic planning', 'communication']",master's in healthcare administration,"['communication', 'time management', 'leadership']","['compliance', 'healthcare management', 'database design', 'graphic design', 'strategic planning', 'oracle', 'cassandra', 'budget control']","['leadership', 'communication']","['healthcare management', 'budget control', 'compliance', 'strategic planning']","['communication', 'leadership']","['budget control', 'healthcare management', 'strategic planning', 'compliance']",0.7599999999999999,"['healthcare management', 'strategic planning', 'communication']","['budget control', 'compliance', 'leadership']"
r008772,"education: master's in research experience: 3 years skills: user research, report writing, research methodology, data analysis, mobile security, presentation skills, documentation, security architecture","['report writing', 'research methodology', 'presentation skills', 'security architecture', 'documentation']",product researcher,master's in research,research & development,"['research methodology', 'data analysis', 'user research', 'report writing', 'problem solving', 'communication']",bachelor's in science|master's in research,"['problem solving', 'communication']","['user research', 'report writing', 'research methodology', 'data analysis', 'mobile security', 'presentation skills', 'documentation', 'security architecture']","['problem solving', 'communication']","['research methodology', 'data analysis', 'user research', 'report writing']","['communication', 'problem solving']","['research methodology', 'report writing', 'user research', 'data analysis']",0.7599999999999999,"['communication', 'data analysis', 'user research', 'problem solving']","['report writing', 'research methodology']"
r008773,"education: administrative certification experience: 4 years skills: communication, executive support, organization, docker, flask, database design, discretion, leadership support","['discretion', 'organization', 'leadership support', 'documentation', 'database design']",executive assistant,administrative certification,administration,"['executive support', 'organization', 'communication', 'discretion', 'problem solving', 'leadership support']",bachelor's in business|administrative certification,"['communication', 'problem solving']","['executive support', 'organization', 'docker', 'flask', 'database design', 'discretion', 'leadership support', 'scrum', 'documentation']","['communication', 'problem solving']","['executive support', 'organization', 'discretion', 'leadership support']","['communication', 'problem solving']","['executive support', 'organization', 'leadership support', 'discretion']",0.7599999999999999,"['executive support', 'communication', 'problem solving']","['organization', 'leadership support', 'discretion']"
r008774,"education: bachelor's in computer science experience: 5 years skills: java, rest api, maven, microservices, encryption, jenkins, sql, power bi","['encryption', 'web accessibility', 'jenkins', 'java', 'ansible']",java backend developer,bachelor's in computer science,technology,"['java', 'spring boot', 'sql', 'rest api', 'microservices', 'maven']",bachelor's in computer science,[],"['java', 'rest api', 'maven', 'microservices', 'encryption', 'jenkins', 'sql', 'power bi', 'ansible', 'web accessibility', 'spring boot']",[],"['java', 'spring boot', 'sql', 'rest api', 'microservices', 'maven']",[],"['spring boot', 'rest api', 'sql', 'microservices', 'maven', 'java']",0.6,"['spring boot', 'rest api', 'sql', 'microservices', 'maven']",['java']
r008775,"education: high school experience: 6 years skills: leadership, maintenance, problem solving, redis, rust, fleet management, safety, cost management","['problem solving', 'maintenance', 'fleet management', 'rust']",fleet manager,high school,transportation & logistics,"['fleet management', 'maintenance', 'safety', 'cost management', 'leadership', 'problem solving']",high school|management experience,"['leadership', 'problem solving']","['maintenance', 'redis', 'rust', 'fleet management', 'safety', 'cost management']","['leadership', 'problem solving']","['fleet management', 'maintenance', 'safety', 'cost management']","['leadership', 'problem solving']","['maintenance', 'safety', 'cost management', 'fleet management']",0.7599999999999999,"['safety', 'cost management', 'leadership']","['maintenance', 'problem solving', 'fleet management']"
r008776,"education: tax law specialization experience: 3 years skills: compliance, writing, tax law, legal research, communication, database design, analytical skills, planning","['analytical skills', 'communication', 'writing', 'legal research']",tax attorney,tax law specialization,legal services,"['tax law', 'legal research', 'planning', 'writing', 'communication', 'analytical skills']",juris doctor|bar license|tax law specialization,['communication'],"['compliance', 'writing', 'tax law', 'legal research', 'database design', 'analytical skills', 'planning']",['communication'],"['tax law', 'legal research', 'planning', 'writing', 'analytical skills']",['communication'],"['legal research', 'writing', 'tax law', 'planning', 'analytical skills']",0.7333333333333334,"['planning', 'tax law']","['analytical skills', 'communication', 'writing', 'legal research']"
r008777,"education: driver's license experience: 2 years skills: safety, negotiation, p&l management, tableau, time management, creativity, communication, customer service","['communication', 'negotiation', 'customer service', 'tableau', 'time management']",delivery driver,driver's license,transportation & logistics,"['driving', 'customer service', 'organization', 'time management', 'safety', 'communication']",high school|driver's license,"['time management', 'creativity', 'communication']","['safety', 'negotiation', 'p&l management', 'tableau', 'customer service', 'driving', 'organization', 'ruby']","['time management', 'communication']","['driving', 'customer service', 'organization', 'safety']","['time management', 'communication']","['driving', 'customer service', 'safety', 'organization']",0.7599999999999999,"['driving', 'safety', 'organization']","['time management', 'customer service', 'communication']"
r008778,"education: bachelor's in computer science experience: 1 years skills: java interop, problem solving, concurrency, functional programming, lispyscript, clojure, pytorch, cloudformation","['functional programming', 'mobile security', 'pytorch', 'concurrency', 'problem solving']",clojure developer,bachelor's in computer science,technology,"['clojure', 'functional programming', 'java interop', 'lispyscript', 'problem solving', 'concurrency']",bachelor's in computer science,['problem solving'],"['java interop', 'concurrency', 'functional programming', 'lispyscript', 'clojure', 'pytorch', 'cloudformation', 'compliance', 'mobile security']",['problem solving'],"['clojure', 'functional programming', 'java interop', 'lispyscript', 'concurrency']",['problem solving'],"['concurrency', 'java interop', 'clojure', 'functional programming', 'lispyscript']",0.7333333333333334,"['java interop', 'clojure', 'lispyscript']","['concurrency', 'functional programming', 'problem solving']"
r008779,"education: bachelor's in game development experience: 2 years skills: encryption, unity, tensorflow, c#, game physics, communication, oracle, unreal engine","['communication', 'tensorflow', 'encryption', 'graphics programming', 'game physics']",game developer,bachelor's in game development,technology,"['unity', 'unreal engine', 'c#', 'c++', 'game physics', 'graphics programming']",bachelor's in game development|bachelor's in computer science,['communication'],"['encryption', 'unity', 'tensorflow', 'c#', 'game physics', 'oracle', 'unreal engine', 'c++', 'graphics programming']",[],"['unity', 'unreal engine', 'c#', 'c++', 'game physics', 'graphics programming']",[],"['graphics programming', 'game physics', 'unreal engine', 'c#', 'c++', 'unity']",0.6,"['c#', 'unity', 'c++', 'unreal engine']","['game physics', 'graphics programming']"
r008780,"education: bachelor's in mathematics experience: 1 years skills: machine learning, cloudformation, tensorflow, data analysis, security protocols, sql, python, statistics","['data analysis', 'python', 'sql', 'tensorflow']",data scientist,bachelor's in mathematics,technology,"['python', 'machine learning', 'statistics', 'tensorflow', 'sql', 'data analysis']",master's in data science|bachelor's in mathematics,[],"['machine learning', 'cloudformation', 'tensorflow', 'data analysis', 'security protocols', 'sql', 'python', 'statistics']",[],"['python', 'machine learning', 'statistics', 'tensorflow', 'sql', 'data analysis']",[],"['statistics', 'python', 'sql', 'tensorflow', 'machine learning', 'data analysis']",0.6,"['statistics', 'machine learning']","['sql', 'python', 'tensorflow', 'data analysis']"
r008781,"education: bachelor's in automotive engineering experience: 1 years skills: vehicle systems, azure, problem solving, materials, testing, cad, creativity, thermal systems","['problem solving', 'thermal systems', 'vehicle systems', 'materials']",automotive engineer,bachelor's in automotive engineering,engineering & manufacturing,"['cad', 'vehicle systems', 'thermal systems', 'materials', 'testing', 'problem solving']",bachelor's in automotive engineering|bachelor's in mechanical engineering,"['problem solving', 'creativity']","['vehicle systems', 'azure', 'materials', 'testing', 'cad', 'thermal systems']",['problem solving'],"['cad', 'vehicle systems', 'thermal systems', 'materials', 'testing']",['problem solving'],"['thermal systems', 'vehicle systems', 'testing', 'cad', 'materials']",0.7333333333333334,"['testing', 'cad']","['vehicle systems', 'thermal systems', 'materials', 'problem solving']"
r008782,"education: bachelor's in electronics engineering experience: 3 years skills: microcontrollers, cad, business acumen, embedded systems, pcb design, hardware design, circuit design, flask","['flask', 'circuit design', 'pcb design', 'hardware design']",electronics engineer,bachelor's in electronics engineering,engineering & manufacturing,"['circuit design', 'embedded systems', 'microcontrollers', 'cad', 'hardware design', 'pcb design']",bachelor's in electronics engineering,[],"['microcontrollers', 'cad', 'business acumen', 'embedded systems', 'pcb design', 'hardware design', 'circuit design', 'flask', 'pandas']",[],"['circuit design', 'embedded systems', 'microcontrollers', 'cad', 'hardware design', 'pcb design']",[],"['embedded systems', 'pcb design', 'microcontrollers', 'circuit design', 'cad', 'hardware design']",0.6,"['embedded systems', 'cad', 'microcontrollers']","['circuit design', 'pcb design', 'hardware design']"
r008783,"education: bachelor's in computer science experience: 1 years skills: mysql, laravel, ci/cd, php, budget management, symfony, html/css, api development","['mysql', 'ci/cd', 'php', 'symfony']",php developer,bachelor's in computer science,technology,"['php', 'laravel', 'symfony', 'mysql', 'api development', 'html/css']",bachelor's in computer science,[],"['mysql', 'laravel', 'ci/cd', 'php', 'budget management', 'symfony', 'html/css', 'api development', 'cassandra']",[],"['php', 'laravel', 'symfony', 'mysql', 'api development', 'html/css']",[],"['mysql', 'api development', 'symfony', 'html/css', 'php', 'laravel']",0.6,"['html/css', 'api development', 'laravel']","['mysql', 'symfony', 'php']"
r008784,"education: high school experience: 2 years skills: quick thinking, jenkins, communication, microservices, voice skills, pronunciation, rest api, public speaking","['pronunciation', 'tableau', 'quick thinking', 'communication', 'rest api']",announcer,high school,media & entertainment,"['public speaking', 'voice skills', 'pronunciation', 'communication', 'professionalism', 'quick thinking']",high school|broadcasting,['communication'],"['quick thinking', 'jenkins', 'microservices', 'voice skills', 'pronunciation', 'rest api', 'public speaking', 'tableau', 'professionalism', 'marketing']",['communication'],"['public speaking', 'voice skills', 'pronunciation', 'professionalism', 'quick thinking']",['communication'],"['voice skills', 'pronunciation', 'professionalism', 'quick thinking', 'public speaking']",0.7333333333333334,"['voice skills', 'professionalism', 'public speaking']","['pronunciation', 'communication', 'quick thinking']"
r008785,"education: bachelor's in business experience: 5 years skills: compliance, communication, recruitment, leadership, ruby, compensation, employee relations, network security","['leadership', 'employee relations', 'compensation', 'communication']",hr manager,bachelor's in business,human resources,"['recruitment', 'employee relations', 'compensation', 'compliance', 'leadership', 'communication']",bachelor's in human resources|bachelor's in business,"['communication', 'leadership']","['compliance', 'recruitment', 'ruby', 'compensation', 'employee relations', 'network security']","['leadership', 'communication']","['recruitment', 'employee relations', 'compensation', 'compliance']","['communication', 'leadership']","['compliance', 'recruitment', 'compensation', 'employee relations']",0.7599999999999999,"['compliance', 'recruitment']","['communication', 'compensation', 'employee relations', 'leadership']"
r008786,"education: associate in fitness management experience: 2 years skills: customer service, mysql, nosql, leadership, sales, fitness industry knowledge, management, user interface","['mysql', 'fitness industry knowledge', 'sales', 'management']",fitness manager,associate in fitness management,sports & recreation,"['fitness industry knowledge', 'management', 'customer service', 'sales', 'leadership', 'communication']",associate in fitness management|high school,"['leadership', 'communication']","['customer service', 'mysql', 'nosql', 'sales', 'fitness industry knowledge', 'management', 'user interface']","['leadership', 'communication']","['fitness industry knowledge', 'management', 'customer service', 'sales']","['communication', 'leadership']","['customer service', 'management', 'fitness industry knowledge', 'sales']",0.7599999999999999,"['customer service', 'communication', 'leadership']","['management', 'fitness industry knowledge', 'sales']"
r008787,"education: legal secretary certification experience: 1 years skills: typing, security architecture, attention to detail, administrative skills, legal knowledge, organization, communication, postgresql","['administrative skills', 'security architecture', 'communication', 'typing']",legal secretary,legal secretary certification,legal services,"['legal knowledge', 'administrative skills', 'organization', 'communication', 'typing', 'attention to detail']",high school|legal secretary certification,"['attention to detail', 'communication']","['typing', 'security architecture', 'administrative skills', 'legal knowledge', 'organization', 'postgresql']","['communication', 'attention to detail']","['legal knowledge', 'administrative skills', 'organization', 'typing']","['communication', 'attention to detail']","['legal knowledge', 'administrative skills', 'organization', 'typing']",0.7599999999999999,"['legal knowledge', 'attention to detail', 'organization']","['communication', 'administrative skills', 'typing']"
r008788,"education: high school experience: 2 years skills: kubernetes, restaurant management, staff management, terraform, leadership, financial management, communication, customer service","['terraform', 'financial management', 'staff management', 'project management']",restaurant manager,high school,agriculture & food,"['restaurant management', 'leadership', 'customer service', 'financial management', 'staff management', 'communication']",high school|management experience,"['leadership', 'communication']","['kubernetes', 'restaurant management', 'staff management', 'terraform', 'financial management', 'customer service', 'project management']","['leadership', 'communication']","['restaurant management', 'customer service', 'financial management', 'staff management']","['communication', 'leadership']","['customer service', 'financial management', 'staff management', 'restaurant management']",0.7599999999999999,"['customer service', 'communication', 'restaurant management', 'leadership']","['financial management', 'staff management']"
r008789,"education: license experience: 8 years skills: medical knowledge, redis, treatment planning, problem solving, empathy, adaptability, creativity, patient communication","['medical knowledge', 'problem solving', 'creativity', 'treatment planning']",psychiatrist,license,healthcare,"['psychiatric diagnosis', 'treatment planning', 'patient communication', 'medical knowledge', 'problem solving', 'empathy']",medical degree|psychiatry residency|license,"['problem solving', 'adaptability', 'creativity']","['medical knowledge', 'redis', 'treatment planning', 'empathy', 'patient communication', 'psychiatric diagnosis']",['problem solving'],"['psychiatric diagnosis', 'treatment planning', 'patient communication', 'medical knowledge', 'empathy']",['problem solving'],"['psychiatric diagnosis', 'treatment planning', 'empathy', 'medical knowledge', 'patient communication']",0.7333333333333334,"['empathy', 'psychiatric diagnosis', 'patient communication']","['medical knowledge', 'treatment planning', 'problem solving']"
r008790,"education: bachelor's in it experience: 3 years skills: ios, security, troubleshooting, communication, windows server, azure, linux, active directory","['azure', 'security', 'networking', 'windows server', 'javascript']",systems administrator,bachelor's in information technology,technology,"['windows server', 'linux', 'networking', 'security', 'active directory', 'troubleshooting']",bachelor's in information technology|information technology certification,['communication'],"['ios', 'security', 'troubleshooting', 'windows server', 'azure', 'linux', 'active directory', 'responsive design', 'javascript', 'networking']",[],"['windows server', 'linux', 'networking', 'security', 'active directory', 'troubleshooting']",[],"['windows server', 'active directory', 'security', 'troubleshooting', 'linux', 'networking']",0.6,"['troubleshooting', 'linux', 'active directory']","['windows server', 'networking', 'security']"
r008791,"education: enterprise architecture certification experience: 10 years skills: sql, communication, leadership, vision, wireframing, strategic design, technical expertise, graphic design","['sql', 'enterprise architecture', 'technical expertise', 'strategic design']",enterprise architect,enterprise architecture certification,technology,"['enterprise architecture', 'strategic design', 'leadership', 'communication', 'technical expertise', 'vision']",master's in computer science|enterprise architecture certification,"['communication', 'leadership']","['sql', 'vision', 'wireframing', 'strategic design', 'technical expertise', 'graphic design', 'enterprise architecture']","['leadership', 'communication']","['enterprise architecture', 'strategic design', 'technical expertise', 'vision']","['communication', 'leadership']","['strategic design', 'vision', 'enterprise architecture', 'technical expertise']",0.7599999999999999,"['vision', 'communication', 'leadership']","['strategic design', 'enterprise architecture', 'technical expertise']"
r008792,"education: mba experience: 9 years skills: business operations, typescript, strategic thinking, operations management, leadership, decision making, communication, agile","['strategic thinking', 'operations management', 'decision making', 'agile']",coo,business administration,private sector management,"['operations management', 'strategic thinking', 'leadership', 'business operations', 'decision making', 'communication']",business administration|master's in business,"['leadership', 'decision making', 'communication']","['business operations', 'typescript', 'strategic thinking', 'operations management', 'agile']","['leadership', 'decision making', 'communication']","['operations management', 'strategic thinking', 'business operations']","['communication', 'decision making', 'leadership']","['strategic thinking', 'business operations', 'operations management']",0.7499999999999999,"['business operations', 'communication', 'leadership']","['strategic thinking', 'operations management', 'decision making']"
r008793,"education: bachelor's in computer science experience: 3 years skills: wireframing, decision making, c++, shell scripting, leadership, python, java, problem solving","['software design', 'java', 'shell scripting', 'leadership', 'decision making']",software engineer,bachelor's in computer science,technology,"['python', 'java', 'c++', 'git', 'software design', 'problem solving']",bachelor's in computer science|bachelor's in engineering,"['decision making', 'leadership', 'problem solving', 'teamwork']","['wireframing', 'c++', 'shell scripting', 'python', 'java', 'software design', 'git']",['problem solving'],"['python', 'java', 'c++', 'git', 'software design']",['problem solving'],"['python', 'software design', 'c++', 'java', 'git']",0.7333333333333334,"['git', 'python', 'c++', 'problem solving']","['java', 'software design']"
r008794,"education: bachelor's in english experience: 1 years skills: mongodb, brand voice, seo knowledge, mentoring, research, creativity, responsive design, writing","['query optimization', 'responsive design', 'creativity', 'research', 'marketing']",copywriter,bachelor's in english,creative & design,"['writing', 'creativity', 'seo knowledge', 'marketing', 'brand voice', 'research']",bachelor's in english|bachelor's in marketing,"['creativity', 'teamwork']","['mongodb', 'brand voice', 'seo knowledge', 'mentoring', 'research', 'responsive design', 'writing', 'query optimization', 'marketing']",['creativity'],"['writing', 'seo knowledge', 'marketing', 'brand voice', 'research']",['creativity'],"['research', 'writing', 'brand voice', 'seo knowledge', 'marketing']",0.7333333333333334,"['brand voice', 'writing', 'seo knowledge']","['research', 'marketing', 'creativity']"
r008795,"education: police academy experience: 3 years skills: investigation, judgment, project management, analysis, attention to detail, power bi, graphic design, prototyping","['project management', 'power bi', 'python', 'investigation', 'problem solving']",detective,police academy,law enforcement,"['investigation', 'analysis', 'problem solving', 'communication', 'attention to detail', 'judgment']",police academy|experience,"['attention to detail', 'communication', 'problem solving']","['investigation', 'judgment', 'project management', 'analysis', 'power bi', 'graphic design', 'prototyping', 'python']","['problem solving', 'communication', 'attention to detail']","['investigation', 'analysis', 'judgment']","['communication', 'attention to detail', 'problem solving']","['judgment', 'investigation', 'analysis']",0.7499999999999999,"['judgment', 'analysis', 'attention to detail', 'communication']","['investigation', 'problem solving']"
r008796,"education: bachelor's in accounting experience: 4 years skills: kotlin, forecasting, excel, financial analysis, communication, attention to detail, budget planning, flask","['attention to detail', 'budget planning', 'flask', 'excel']",budget analyst,bachelor's in accounting,finance & accounting,"['budget planning', 'forecasting', 'excel', 'financial analysis', 'communication', 'attention to detail']",bachelor's in finance|bachelor's in accounting,"['communication', 'attention to detail']","['kotlin', 'forecasting', 'excel', 'financial analysis', 'budget planning', 'flask']","['communication', 'attention to detail']","['budget planning', 'forecasting', 'excel', 'financial analysis']","['communication', 'attention to detail']","['excel', 'financial analysis', 'budget planning', 'forecasting']",0.7599999999999999,"['financial analysis', 'forecasting', 'communication']","['excel', 'attention to detail', 'budget planning']"
