resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement
r008497,"education: bachelor's in nutrition experience: 2 years skills: counseling, research, client communication, scrum, shell scripting, app testing, problem solving, nutrition science","['counseling', 'research', 'client communication', 'scrum', 'shell scripting', 'app testing', 'problem solving', 'nutrition science', 'meal planning', 'serverless', 'health knowledge']",nutritionist,bachelor's in nutrition,agriculture & food,"['nutrition science', 'meal planning', 'client communication', 'research', 'health knowledge', 'counseling']",bachelor's in nutrition|nutritionist certification
r008498,"education: bachelor's in business experience: 4 years skills: software, fleet management, distribution, adaptability, supplier management, firewalls, financial analysis, docker","['software', 'fleet management', 'distribution', 'adaptability', 'supplier management', 'firewalls', 'financial analysis', 'docker', 'cost optimization', 'power bi', 'logistics planning']",logistics manager,bachelor's in business,operations & supply chain,"['logistics planning', 'distribution', 'fleet management', 'cost optimization', 'supplier management', 'software']",bachelor's in logistics|bachelor's in business
r008499,"education: bachelor's in computer science experience: 4 years skills: problem solving, e-commerce, javascript, data analysis, magento, mysql, query optimization, web accessibility","['problem solving', 'e-commerce', 'javascript', 'data analysis', 'magento', 'mysql', 'query optimization', 'web accessibility', 'php', 'financial analysis']",magento developer,bachelor's in computer science,technology,"['magento', 'php', 'javascript', 'e-commerce', 'mysql', 'problem solving']",bachelor's in computer science
r008500,"education: bachelor's in logistics experience: 2 years skills: supplier management, software, cost optimization, r, django, fleet management, shell scripting, web design","['supplier management', 'software', 'cost optimization', 'r', 'django', 'fleet management', 'shell scripting', 'web design', 'logistics planning', 'distribution']",logistics manager,bachelor's in logistics,operations & supply chain,"['logistics planning', 'distribution', 'fleet management', 'cost optimization', 'supplier management', 'software']",bachelor's in logistics|bachelor's in business
r008501,"education: high school experience: 3 years skills: point of sale, friendliness, rust, web design, customer service, communication, query optimization, cash handling","['point of sale', 'friendliness', 'rust', 'web design', 'customer service', 'communication', 'query optimization', 'cash handling', 'accuracy']",cashier,high school,retail & hospitality,"['cash handling', 'customer service', 'point of sale', 'accuracy', 'communication', 'friendliness']",high school
r008502,"education: bachelor's in mathematics experience: 3 years skills: decision making, flask, django, c++, tensorflow, sql, python, statistics","['decision making', 'flask', 'django', 'c++', 'tensorflow', 'sql', 'python', 'statistics', 'data analysis', 'machine learning', 'mysql']",data scientist,bachelor's in mathematics,technology,"['python', 'machine learning', 'statistics', 'tensorflow', 'sql', 'data analysis']",master's in data science|bachelor's in mathematics
r008503,"education: bachelor's in statistics experience: 3 years skills: r, problem solving, tidyverse, project management, data visualization, data analysis, ggplot2, statistical analysis","['r', 'problem solving', 'tidyverse', 'project management', 'data visualization', 'data analysis', 'ggplot2', 'statistical analysis', 'serverless', 'microservices', 'jenkins']",r programmer,bachelor's in statistics,data & analytics,"['r', 'statistical analysis', 'data visualization', 'tidyverse', 'ggplot2', 'problem solving']",bachelor's in statistics|bachelor's in mathematics
r008504,"education: bachelor's in environmental science experience: 2 years skills: sql, risk assessment, public safety, conservation, communication, problem solving, outdoor skills, environmental knowledge","['sql', 'risk assessment', 'public safety', 'conservation', 'communication', 'problem solving', 'outdoor skills', 'environmental knowledge', 'numpy']",park ranger,bachelor's in environmental science,conservation,"['conservation', 'public safety', 'environmental knowledge', 'communication', 'outdoor skills', 'problem solving']",bachelor's in environmental science
r008505,"education: captain license experience: 6 years skills: navigation, problem solving, nosql, confluence, react native, maritime law, leadership, technical knowledge","['navigation', 'problem solving', 'nosql', 'confluence', 'react native', 'maritime law', 'leadership', 'technical knowledge', 'safety', 'ci/cd']",ship captain,captain license,transportation,"['navigation', 'leadership', 'maritime law', 'safety', 'problem solving', 'technical knowledge']",maritime academy|captain license
r008506,"education: bachelor's in business experience: 6 years skills: communication, leadership, confluence, user research, market analysis, product strategy, data analysis, network security","['communication', 'leadership', 'confluence', 'user research', 'market analysis', 'product strategy', 'data analysis', 'network security']",product manager,bachelor's in business,marketing & sales,"['product strategy', 'market analysis', 'user research', 'data analysis', 'leadership', 'communication']",bachelor's in business|master's in business
r008507,"education: taxi license experience: 2 years skills: figma, tensorflow, customer service, problem solving, navigation, communication, driving, safety","['figma', 'tensorflow', 'customer service', 'problem solving', 'navigation', 'communication', 'driving', 'safety']",taxi driver,taxi license,transportation,"['driving', 'navigation', 'customer service', 'problem solving', 'safety', 'communication']",high school|taxi license
r008508,"education: bachelor's in creative writing experience: 0 years skills: firewalls, creativity, writing, communication, flask, storytelling, react native, attention to detail","['firewalls', 'creativity', 'writing', 'communication', 'flask', 'storytelling', 'react native', 'attention to detail', 'research', 'prototyping']",writer,bachelor's in creative writing,entertainment & media,"['writing', 'storytelling', 'research', 'creativity', 'communication', 'attention to detail']",bachelor's in creative writing|bachelor's in literature
r008509,"education: master's in art history experience: 3 years skills: problem solving, business development, postgresql, art knowledge, communication, scikit-learn, management, research","['problem solving', 'business development', 'postgresql', 'art knowledge', 'communication', 'scikit-learn', 'management', 'research', 'jupyter', 'python', 'curation']",museum curator,master's in art history,arts & culture,"['curation', 'art knowledge', 'research', 'communication', 'problem solving', 'management']",master's in art history|museum studies
r008510,"education: cpa experience: 6 years skills: leadership, audit procedures, compliance, communication, internal controls, firewalls, machine learning, risk assessment","['leadership', 'audit procedures', 'compliance', 'communication', 'internal controls', 'firewalls', 'machine learning', 'risk assessment', 'graphic design', 'java']",audit manager,accounting,finance & accounting,"['audit procedures', 'internal controls', 'risk assessment', 'leadership', 'compliance', 'communication']",bachelor's in accounting|accounting
r008511,"education: bachelor's in computer science experience: 3 years skills: android, sql, database design, api development, java, python, kotlin, node.js","['android', 'sql', 'database design', 'api development', 'java', 'python', 'kotlin', 'node.js']",backend developer,bachelor's in computer science,technology,"['python', 'java', 'node.js', 'database design', 'api development', 'sql']",bachelor's in computer science
r008512,"education: culinary school experience: 2 years skills: pandas, accuracy, food safety, kitchen skills, mentoring, teamwork, oracle, speed","['pandas', 'accuracy', 'food safety', 'kitchen skills', 'mentoring', 'teamwork', 'oracle', 'speed', 'cooking']",line cook,culinary school,hospitality & food service,"['cooking', 'food safety', 'kitchen skills', 'speed', 'accuracy', 'teamwork']",culinary school|high school
r008513,"education: mpa experience: 2 years skills: strategic planning, budget management, serverless, network security, query optimization, decision making, communication, policy knowledge","['strategic planning', 'budget management', 'serverless', 'network security', 'query optimization', 'decision making', 'communication', 'policy knowledge', 'leadership', 'public administration']",public administrator,public administration,government & public service,"['public administration', 'leadership', 'policy knowledge', 'budget management', 'strategic planning', 'communication']",master's in public administration|public administration
r008514,"education: technical writing certification experience: 2 years skills: documentation, organization, technical writing, communication, api documentation, cassandra, problem solving, mysql","['documentation', 'organization', 'technical writing', 'communication', 'api documentation', 'cassandra', 'problem solving', 'mysql', 'security protocols']",technical writer,technical writing certification,technology,"['technical writing', 'documentation', 'api documentation', 'communication', 'organization', 'problem solving']",bachelor's in english|technical writing certification
r008515,"education: master's in nursing experience: 7 years skills: budget management, c#, staff management, clinical knowledge, patient safety, docker, nursing leadership, communication","['budget management', 'c#', 'staff management', 'clinical knowledge', 'patient safety', 'docker', 'nursing leadership', 'communication']",nursing manager,master's in nursing,healthcare,"['nursing leadership', 'staff management', 'patient safety', 'budget management', 'communication', 'clinical knowledge']",master's in nursing|nursing license
r008516,"education: bachelor's in computer science experience: 4 years skills: python, problem solving, swift, blockchain technology, cryptocurrency, smart contracts, firewalls, solidity","['python', 'problem solving', 'swift', 'blockchain technology', 'cryptocurrency', 'smart contracts', 'firewalls', 'solidity', 'ruby', 'aws']",blockchain developer,bachelor's in computer science,technology,"['solidity', 'cryptocurrency', 'smart contracts', 'blockchain technology', 'python', 'problem solving']",bachelor's in computer science|blockchain certification
r008517,"education: master's in architecture experience: 6 years skills: creativity, client communication, security protocols, cad, technical writing, architectural design, jupyter, communication","['creativity', 'client communication', 'security protocols', 'cad', 'technical writing', 'architectural design', 'jupyter', 'communication', 'technical knowledge', 'building codes', 'adaptability']",architect,master's in architecture,construction & real estate,"['architectural design', 'cad', 'building codes', 'creativity', 'technical knowledge', 'client communication']",master's in architecture|architecture license
r008518,"education: certificate in water treatment experience: 3 years skills: penetration testing, equipment operation, maintenance, water treatment, data analysis, testing, safety, compliance","['penetration testing', 'equipment operation', 'maintenance', 'water treatment', 'data analysis', 'testing', 'safety', 'compliance', 'terraform']",water treatment operator,certificate in water treatment,energy & utilities,"['water treatment', 'equipment operation', 'safety', 'testing', 'compliance', 'maintenance']",certificate in water treatment|high school
r008519,"education: bachelor's in environmental engineering experience: 2 years skills: kanban, analysis, sustainability, waste management, water systems, compliance, environmental assessment, regulations","['kanban', 'analysis', 'sustainability', 'waste management', 'water systems', 'compliance', 'environmental assessment', 'regulations']",environmental engineer,bachelor's in environmental engineering,engineering & manufacturing,"['environmental assessment', 'regulations', 'water systems', 'waste management', 'sustainability', 'analysis']",bachelor's in environmental engineering
r008520,"education: security training experience: 3 years skills: responsibility, communication, problem solving, safety, javascript, perl, awareness, security","['responsibility', 'communication', 'problem solving', 'safety', 'javascript', 'perl', 'awareness', 'security']",security guard,security training,law enforcement,"['security', 'awareness', 'communication', 'problem solving', 'safety', 'responsibility']",high school|security training
r008521,"education: bachelor's in computer science experience: 1 years skills: strategic planning, functional programming, concurrency, node.js, clojure, problem solving, kanban, lispyscript","['strategic planning', 'functional programming', 'concurrency', 'node.js', 'clojure', 'problem solving', 'kanban', 'lispyscript', 'java interop', 'negotiation']",clojure developer,bachelor's in computer science,technology,"['clojure', 'functional programming', 'java interop', 'lispyscript', 'problem solving', 'concurrency']",bachelor's in computer science
r008522,"education: high school experience: 3 years skills: azure, customer service, teamwork, mongodb, memory, communication, organization, problem solving","['azure', 'customer service', 'teamwork', 'mongodb', 'memory', 'communication', 'organization', 'problem solving']",server,high school,hospitality & food service,"['customer service', 'communication', 'memory', 'organization', 'problem solving', 'teamwork']",high school
r008523,"education: data science certificate experience: 2 years skills: collaboration, python, kubernetes, jupyter notebooks, terraform, visualization, data analysis, gcp","['collaboration', 'python', 'kubernetes', 'jupyter notebooks', 'terraform', 'visualization', 'data analysis', 'gcp', 'mongodb', 'documentation']",jupyter developer,data science certificate,data & analytics,"['jupyter notebooks', 'python', 'data analysis', 'visualization', 'documentation', 'collaboration']",bachelor's in computer science|data science certificate
r008524,"education: bachelor's in english experience: 3 years skills: deep learning, numpy, content editing, management, writing, c#, communication, organization","['deep learning', 'numpy', 'content editing', 'management', 'writing', 'c#', 'communication', 'organization', 'attention to detail', 'redis']",editor,bachelor's in english,entertainment & media,"['content editing', 'writing', 'organization', 'attention to detail', 'communication', 'management']",bachelor's in english|bachelor's in journalism
r008525,"education: bachelor's in computer science experience: 4 years skills: hadoop, kanban, leadership, ansible, hdfs, big data, java, mapreduce","['hadoop', 'kanban', 'leadership', 'ansible', 'hdfs', 'big data', 'java', 'mapreduce', 'distributed computing']",hadoop developer,bachelor's in computer science,data & analytics,"['hadoop', 'hdfs', 'mapreduce', 'big data', 'java', 'distributed computing']",bachelor's in computer science
r008526,"education: high school experience: 1 years skills: tensorflow, go, communication, time management, organization, user interface, software skills, administrative skills","['tensorflow', 'go', 'communication', 'time management', 'organization', 'user interface', 'software skills', 'administrative skills', 'typing']",administrative assistant,high school,administration,"['administrative skills', 'organization', 'communication', 'time management', 'typing', 'software skills']",high school|administrative certification
r008527,"education: bachelor's in engineering experience: 4 years skills: kanban, technical knowledge, problem solving, prototyping, ci/cd, communication, coordination, project management","['kanban', 'technical knowledge', 'problem solving', 'prototyping', 'ci/cd', 'communication', 'coordination', 'project management', 'documentation', 'mysql']",project engineer,bachelor's in engineering,engineering & manufacturing,"['project management', 'technical knowledge', 'documentation', 'coordination', 'problem solving', 'communication']",bachelor's in engineering
r008528,"education: associate in business experience: 2 years skills: customer service, seo, problem solving, numpy, sales management, responsive design, staff leadership, network security","['customer service', 'seo', 'problem solving', 'numpy', 'sales management', 'responsive design', 'staff leadership', 'network security', 'cash handling', 'inventory control', 'docker']",retail manager,associate in business,retail & hospitality,"['sales management', 'customer service', 'inventory control', 'staff leadership', 'cash handling', 'problem solving']",high school|associate in business
r008529,"education: associate in broadcast technology experience: 3 years skills: technical knowledge, safety, responsive design, equipment operation, troubleshooting, cloudformation, attention to detail, broadcasting","['technical knowledge', 'safety', 'responsive design', 'equipment operation', 'troubleshooting', 'cloudformation', 'attention to detail', 'broadcasting', 'technical writing']",broadcast technician,associate in broadcast technology,entertainment & media,"['broadcasting', 'equipment operation', 'technical knowledge', 'troubleshooting', 'safety', 'attention to detail']",associate in broadcast technology
r008530,"education: bachelor's in computer science experience: 4 years skills: problem solving, text processing, presentation skills, scripting, numpy, documentation, regular expressions, system administration","['problem solving', 'text processing', 'presentation skills', 'scripting', 'numpy', 'documentation', 'regular expressions', 'system administration', 'perl', 'market research']",perl developer,bachelor's in computer science,technology,"['perl', 'text processing', 'scripting', 'regular expressions', 'problem solving', 'system administration']",bachelor's in computer science
r008531,"education: master's in data management experience: 5 years skills: regulatory compliance, attention to detail, adaptability, security architecture, database management, statistical analysis, flutter, clinical data","['regulatory compliance', 'attention to detail', 'adaptability', 'security architecture', 'database management', 'statistical analysis', 'flutter', 'clinical data', 'problem solving']",clinical data manager,master's in data management,healthcare,"['clinical data', 'regulatory compliance', 'database management', 'statistical analysis', 'problem solving', 'attention to detail']",master's in data management|bachelor's in life sciences
r008532,"education: bachelor's in computer science experience: 4 years skills: product knowledge, problem solving, flutter, technical knowledge, communication, client relations, account management, pandas","['product knowledge', 'problem solving', 'flutter', 'technical knowledge', 'communication', 'client relations', 'account management', 'pandas']",technical account manager,bachelor's in computer science,technology,"['account management', 'technical knowledge', 'communication', 'problem solving', 'client relations', 'product knowledge']",bachelor's in computer science
r008533,"education: bachelor's in environmental science experience: 4 years skills: communication, problem solving, jenkins, jupyter, user interface, analysis, business acumen, sustainability strategy","['communication', 'problem solving', 'jenkins', 'jupyter', 'user interface', 'analysis', 'business acumen', 'sustainability strategy', 'business development', 'critical thinking', 'environmental knowledge']",sustainability consultant,bachelor's in environmental science,environmental,"['sustainability strategy', 'environmental knowledge', 'business acumen', 'communication', 'problem solving', 'analysis']",bachelor's in environmental science|business administration
r008534,"education: master's in conservation experience: 1 years skills: precision, technical skills, problem solving, user experience, restoration, conservation, wireframing, research","['precision', 'technical skills', 'problem solving', 'user experience', 'restoration', 'conservation', 'wireframing', 'research']",conservator,master's in conservation,arts & culture,"['conservation', 'restoration', 'technical skills', 'precision', 'research', 'problem solving']",master's in conservation
r008535,"education: mba experience: 10 years skills: strategic marketing, brand strategy, leadership, budget management, deep learning, analytics, team management, negotiation","['strategic marketing', 'brand strategy', 'leadership', 'budget management', 'deep learning', 'analytics', 'team management', 'negotiation']",marketing director,business administration,marketing & sales,"['strategic marketing', 'leadership', 'budget management', 'brand strategy', 'analytics', 'team management']",master's in marketing|business administration
r008536,"education: bachelor's in computer science experience: 5 years skills: 3d graphics, budget management, problem solving, unity, ar/vr platforms, c#, adobe creative suite, marketing","['3d graphics', 'budget management', 'problem solving', 'unity', 'ar/vr platforms', 'c#', 'adobe creative suite', 'marketing', 'unreal engine', 'flutter', 'go']",ar/vr developer,bachelor's in computer science,technology,"['unity', 'unreal engine', 'c#', '3d graphics', 'ar/vr platforms', 'problem solving']",bachelor's in computer science|specialized training
r008537,"education: master's in healthcare administration experience: 4 years skills: communication, project management, healthcare management, budget control, typescript, strategic planning, css, leadership","['communication', 'project management', 'healthcare management', 'budget control', 'typescript', 'strategic planning', 'css', 'leadership', 'compliance']",healthcare administrator,master's in healthcare administration,healthcare,"['healthcare management', 'budget control', 'leadership', 'compliance', 'strategic planning', 'communication']",master's in healthcare administration
r008538,"education: design knowledge experience: 2 years skills: sales, lighting, ci/cd, customer service, arrangement, compliance, web accessibility, visual design","['sales', 'lighting', 'ci/cd', 'customer service', 'arrangement', 'compliance', 'web accessibility', 'visual design', 'creativity']",visual merchandiser,design knowledge,retail & hospitality,"['visual design', 'creativity', 'lighting', 'arrangement', 'sales', 'customer service']",high school|design knowledge
r008539,"education: bachelor's in business experience: 6 years skills: team leadership, adaptability, communication, django, risk management, project management, flask, typescript","['team leadership', 'adaptability', 'communication', 'django', 'risk management', 'project management', 'flask', 'typescript', 'timeline management', 'budget control']",project manager,bachelor's in business,construction & real estate,"['project management', 'budget control', 'timeline management', 'team leadership', 'risk management', 'communication']",bachelor's in project management|bachelor's in business
r008540,"education: bachelor's in civil engineering experience: 3 years skills: graphic design, calculations, communication, cad, building codes, design, prototyping, structural analysis","['graphic design', 'calculations', 'communication', 'cad', 'building codes', 'design', 'prototyping', 'structural analysis', 'materials', 'scikit-learn']",structural engineer,bachelor's in civil engineering,engineering & manufacturing,"['structural analysis', 'cad', 'building codes', 'materials', 'calculations', 'design']",bachelor's in civil engineering
r008541,"education: master's in microbiology experience: 2 years skills: data analysis, react, problem solving, marketing, microbiology, precision, research, laboratory work","['data analysis', 'react', 'problem solving', 'marketing', 'microbiology', 'precision', 'research', 'laboratory work']",microbiologist,master's in microbiology,science & research,"['microbiology', 'laboratory work', 'research', 'data analysis', 'problem solving', 'precision']",master's in microbiology
r008542,"education: bachelor's in public administration experience: 0 years skills: policy analysis, communication, firewalls, data analysis, machine learning, government knowledge, research, confluence","['policy analysis', 'communication', 'firewalls', 'data analysis', 'machine learning', 'government knowledge', 'research', 'confluence', 'pytorch', 'writing']",government analyst,bachelor's in public administration,government & public service,"['policy analysis', 'research', 'writing', 'data analysis', 'government knowledge', 'communication']",bachelor's in political science|bachelor's in public administration
r008543,"education: bachelor's in finance experience: 5 years skills: communication, rest api, creativity, excel, market analysis, typescript, compliance, benefits administration","['communication', 'rest api', 'creativity', 'excel', 'market analysis', 'typescript', 'compliance', 'benefits administration', 'firewalls', 'compensation strategy', 'wireframing']",compensation & benefits manager,bachelor's in finance,human resources,"['compensation strategy', 'benefits administration', 'excel', 'market analysis', 'compliance', 'communication']",bachelor's in human resources|bachelor's in finance
r008544,"education: bachelor's in computer science experience: 3 years skills: react, power bi, angular, mobile ui/ux, ui/ux design, vue.js, css, html","['react', 'power bi', 'angular', 'mobile ui/ux', 'ui/ux design', 'vue.js', 'css', 'html', 'market research', 'javascript']",frontend developer,bachelor's in computer science,technology,"['javascript', 'react', 'vue.js', 'css', 'html', 'ui/ux design']",diploma in information technology|bachelor's in computer science
r008545,"education: bachelor's in communications experience: 2 years skills: program management, communication, community engagement, problem solving, cultural sensitivity, agile, react native, organization","['program management', 'communication', 'community engagement', 'problem solving', 'cultural sensitivity', 'agile', 'react native', 'organization']",community outreach coordinator,bachelor's in communications,human services & social work,"['community engagement', 'program management', 'communication', 'organization', 'problem solving', 'cultural sensitivity']",bachelor's in social work|bachelor's in communications
r008546,"education: bachelor's in operations management experience: 5 years skills: data analysis, leadership, project management, efficiency optimization, rest api, adaptability, process management, quality control","['data analysis', 'leadership', 'project management', 'efficiency optimization', 'rest api', 'adaptability', 'process management', 'quality control']",operations manager,bachelor's in operations management,operations & supply chain,"['process management', 'efficiency optimization', 'leadership', 'quality control', 'project management', 'data analysis']",bachelor's in operations management|bachelor's in business
r008547,"education: bachelor's in business experience: 3 years skills: leadership, project management, efficiency optimization, firewalls, app testing, data analysis, quality control, process management","['leadership', 'project management', 'efficiency optimization', 'firewalls', 'app testing', 'data analysis', 'quality control', 'process management']",operations manager,bachelor's in business,operations & supply chain,"['process management', 'efficiency optimization', 'leadership', 'quality control', 'project management', 'data analysis']",bachelor's in operations management|bachelor's in business
r008548,"education: networking certification experience: 2 years skills: networking, aws, tcp/ip, routing, configuration, adaptability, cisco, security","['networking', 'aws', 'tcp/ip', 'routing', 'configuration', 'adaptability', 'cisco', 'security', 'android']",network engineer,networking certification,technology,"['cisco', 'networking', 'tcp/ip', 'security', 'routing', 'configuration']",bachelor's in information technology|networking certification
r008549,"education: wordpress certification experience: 2 years skills: plugin development, serverless, php, mongodb, theme development, wordpress, css, javascript","['plugin development', 'serverless', 'php', 'mongodb', 'theme development', 'wordpress', 'css', 'javascript']",wordpress developer,wordpress certification,technology,"['wordpress', 'php', 'javascript', 'css', 'plugin development', 'theme development']",high school|wordpress certification
r008550,"education: high school experience: 2 years skills: communication, social media, content creation, analytics, statistics, photography/videography, perl, mentoring","['communication', 'social media', 'content creation', 'analytics', 'statistics', 'photography/videography', 'perl', 'mentoring', 'creativity']",social media content creator,high school,media production,"['social media', 'content creation', 'photography/videography', 'analytics', 'creativity', 'communication']",high school|social media certification
r008551,"education: master's in occupational therapy experience: 0 years skills: communication, typescript, treatment planning, patient assessment, problem solving, empathy, kubernetes, occupational therapy","['communication', 'typescript', 'treatment planning', 'patient assessment', 'problem solving', 'empathy', 'kubernetes', 'occupational therapy', 'encryption']",occupational therapist,master's in occupational therapy,healthcare,"['occupational therapy', 'patient assessment', 'treatment planning', 'communication', 'problem solving', 'empathy']",master's in occupational therapy|ot license
r008552,"education: bachelor's in it experience: 5 years skills: analytics, data visualization, wireframing, sql, qlik sense, sales, project management, dashboard development","['analytics', 'data visualization', 'wireframing', 'sql', 'qlik sense', 'sales', 'project management', 'dashboard development', 'qlik view']",qlik developer,bachelor's in information technology,data & analytics,"['qlik sense', 'qlik view', 'data visualization', 'sql', 'analytics', 'dashboard development']",bachelor's in information technology
r008553,"education: bachelor's in laboratory science experience: 2 years skills: cloudformation, safety, firewalls, docker, quality control, laboratory management, scientific knowledge, equipment maintenance","['cloudformation', 'safety', 'firewalls', 'docker', 'quality control', 'laboratory management', 'scientific knowledge', 'equipment maintenance', 'leadership']",laboratory manager,bachelor's in laboratory science,research & development,"['laboratory management', 'scientific knowledge', 'leadership', 'safety', 'equipment maintenance', 'quality control']",master's in science|bachelor's in laboratory science
r008554,"education: apprenticeship experience: 2 years skills: troubleshooting, problem solving, safety, code knowledge, nosql, electrical work, technical knowledge, decision making","['troubleshooting', 'problem solving', 'safety', 'code knowledge', 'nosql', 'electrical work', 'technical knowledge', 'decision making']",electrician,apprenticeship,skilled trades,"['electrical work', 'safety', 'problem solving', 'technical knowledge', 'code knowledge', 'troubleshooting']",trade school|apprenticeship
r008555,"education: data science certificate experience: 1 years skills: visualization, jupyter notebooks, serverless, documentation, python, gcp, collaboration, data analysis","['visualization', 'jupyter notebooks', 'serverless', 'documentation', 'python', 'gcp', 'collaboration', 'data analysis']",jupyter developer,data science certificate,data & analytics,"['jupyter notebooks', 'python', 'data analysis', 'visualization', 'documentation', 'collaboration']",bachelor's in computer science|data science certificate
r008556,"education: bachelor's in mechanical engineering experience: 1 years skills: network security, technical documentation, react, php, mechanical design, physics, pandas, thermodynamics","['network security', 'technical documentation', 'react', 'php', 'mechanical design', 'physics', 'pandas', 'thermodynamics', 'problem solving', 'cad']",mechanical engineer,bachelor's in mechanical engineering,engineering & manufacturing,"['cad', 'mechanical design', 'physics', 'thermodynamics', 'problem solving', 'technical documentation']",bachelor's in mechanical engineering
r008557,"education: judicial appointment experience: 13 years skills: ethics, fairness, javascript, c++, communication, decision making, pandas, legal expertise","['ethics', 'fairness', 'javascript', 'c++', 'communication', 'decision making', 'pandas', 'legal expertise', 'strategic planning', 'tensorflow', 'leadership']",judge,judicial appointment,legal services,"['legal expertise', 'decision making', 'ethics', 'fairness', 'communication', 'leadership']",juris doctor|bar license|judicial appointment
r008558,"education: master's in business experience: 2 years skills: market analysis, sales, problem solving, shell scripting, business development strategy, communication, database design, networking","['market analysis', 'sales', 'problem solving', 'shell scripting', 'business development strategy', 'communication', 'database design', 'networking', 'negotiation']",business development manager,master's in business,marketing & sales,"['business development strategy', 'networking', 'sales', 'negotiation', 'market analysis', 'communication']",bachelor's in business|master's in business
r008559,"education: bachelor's in safety engineering experience: 1 years skills: risk assessment, communication, decision making, leadership, problem solving, time management, regulatory knowledge, rust","['risk assessment', 'communication', 'decision making', 'leadership', 'problem solving', 'time management', 'regulatory knowledge', 'rust', 'safety management', 'oracle']",safety engineer,bachelor's in safety engineering,energy & utilities,"['safety management', 'risk assessment', 'regulatory knowledge', 'problem solving', 'communication', 'leadership']",bachelor's in safety engineering|safety certification
r008560,"education: bachelor's in computer science experience: 1 years skills: swift, client relations, communication, ruby, product demonstration, postgresql, flutter, graphic design","['swift', 'client relations', 'communication', 'ruby', 'product demonstration', 'postgresql', 'flutter', 'graphic design', 'sales engineering', 'technical knowledge', 'problem solving']",pre-sales engineer,bachelor's in computer science,technology,"['sales engineering', 'technical knowledge', 'communication', 'product demonstration', 'problem solving', 'client relations']",bachelor's in computer science
r008561,"education: it certification experience: 2 years skills: communication, system design, project management, technical expertise, time management, it knowledge, business acumen, problem solving","['communication', 'system design', 'project management', 'technical expertise', 'time management', 'it knowledge', 'business acumen', 'problem solving']",it consultant,information technology certification,consulting,"['it knowledge', 'problem solving', 'communication', 'system design', 'project management', 'technical expertise']",bachelor's in computer science|information technology certification
r008562,"education: bachelor's in it experience: 3 years skills: power bi, data visualization, dax, web design, dashboard development, network security, excel, sql","['power bi', 'data visualization', 'dax', 'web design', 'dashboard development', 'network security', 'excel', 'sql']",power bi developer,bachelor's in information technology,data & analytics,"['power bi', 'data visualization', 'dax', 'sql', 'excel', 'dashboard development']",bachelor's in information technology
r008563,"education: bachelor's in computer science experience: 2 years skills: concurrency, project management, problem solving, cassandra, api development, ruby, javascript, go","['concurrency', 'project management', 'problem solving', 'cassandra', 'api development', 'ruby', 'javascript', 'go', 'microservices', 'docker']",go developer,bachelor's in computer science,technology,"['go', 'microservices', 'api development', 'concurrency', 'docker', 'problem solving']",bachelor's in computer science
r008564,"education: high school experience: 3 years skills: route planning, time management, responsibility, php, safety, vehicle maintenance, driving, serverless","['route planning', 'time management', 'responsibility', 'php', 'safety', 'vehicle maintenance', 'driving', 'serverless']",truck driver,high school,transportation & logistics,"['driving', 'safety', 'route planning', 'vehicle maintenance', 'time management', 'responsibility']",high school|commercial driver's license
r008565,"education: bachelor's in computer science experience: 1 years skills: python, scikit-learn, django, sql, problem solving, swift, flask, azure","['python', 'scikit-learn', 'django', 'sql', 'problem solving', 'swift', 'flask', 'azure', 'jira', 'rest api']",python developer,bachelor's in computer science,technology,"['python', 'django', 'flask', 'sql', 'rest api', 'problem solving']",bachelor's in computer science
r008566,"education: bachelor's in computer science experience: 2 years skills: caching, css, redis, scalability, performance optimization, tableau, data structures, ios","['caching', 'css', 'redis', 'scalability', 'performance optimization', 'tableau', 'data structures', 'ios', 'pub/sub', 'pandas', 'data analysis']",redis developer,bachelor's in computer science,technology,"['redis', 'caching', 'data structures', 'pub/sub', 'performance optimization', 'scalability']",bachelor's in computer science
r008567,"education: bachelor's in geology experience: 1 years skills: decision making, cloudformation, analysis, field work, geology, problem solving, technical knowledge, research","['decision making', 'cloudformation', 'analysis', 'field work', 'geology', 'problem solving', 'technical knowledge', 'research']",geologist,bachelor's in geology,science & research,"['geology', 'field work', 'analysis', 'research', 'problem solving', 'technical knowledge']",bachelor's in geology
r008568,"education: associate in veterinary technology experience: 3 years skills: graphql, technical skills, html, animal handling, veterinary care, safety, compassion, communication","['graphql', 'technical skills', 'html', 'animal handling', 'veterinary care', 'safety', 'compassion', 'communication']",veterinary technician,associate in veterinary technology,veterinary,"['veterinary care', 'animal handling', 'technical skills', 'communication', 'compassion', 'safety']",associate in veterinary technology
r008569,"education: bachelor's in it experience: 4 years skills: documentation, user experience, power bi, project management, communication, figma, problem solving, release management","['documentation', 'user experience', 'power bi', 'project management', 'communication', 'figma', 'problem solving', 'release management', 'change control']",release manager,bachelor's in information technology,technology,"['release management', 'project management', 'change control', 'documentation', 'communication', 'problem solving']",bachelor's in information technology
