resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user
"education: bachelor's in marketing experience: 1 years skills: community management, analytics, platform knowledge, problem solving, copywriting, social media strategy, css, scikit-learn",social media manager,bachelor's in marketing,economy,bachelor's in marketing,"['business acumen', 'planning']","['business acumen', 'negotiation']",['copywriting'],['copywriting']
"education: bachelor's in accounting experience: 4 years skills: accounting principles, graphql, tax knowledge, quickbooks, scikit-learn, gaap, excel, financial analysis",accountant,bachelor's in accounting,economy,bachelor's in accounting,['financial analysis'],['financial analysis'],['excel'],['excel']
"education: bachelor's in accounting experience: 2 years skills: project management, forecasting, attention to detail, financial analysis, time management, communication, pytorch, budget planning",budget analyst,bachelor's in accounting,economy,bachelor's in finance,"['budget planning', 'financial analysis']","['budget planning', 'financial analysis']",['excel'],['excel']
"education: bachelor's in automotive engineering experience: 5 years skills: django, negotiation, vehicle systems, testing, problem solving, leadership, cad, materials",automotive engineer,bachelor's in automotive engineering,engineering,bachelor's in automotive engineering,"['time management', 'precision']","['precision', 'critical thinking', 'attention to detail']","['cad', 'thermal systems', 'vehicle systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: bachelor's in mechanical engineering experience: 3 years skills: thermal systems, problem solving, android, security protocols, cad, materials, vehicle systems, testing",automotive engineer,bachelor's in mechanical engineering,engineering,bachelor's in automotive engineering,"['precision', 'time management', 'teamwork']","['time management', 'attention to detail']","['cad', 'vehicle systems', 'thermal systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: engineering license experience: 2 years skills: statistics, problem solving, management, power bi, electrical systems, leadership, regulatory knowledge, safety",electrical utilities manager,engineering license,engineering,bachelor's in electrical engineering,"['attention to detail', 'problem solving', 'precision']","['problem solving', 'attention to detail']",['electrical systems'],['electrical systems']
"education: bachelor's in mechanical engineering experience: 1 years skills: cad, kanban, business acumen, production planning, critical thinking, equipment knowledge, problem solving, process design",manufacturing engineer,bachelor's in mechanical engineering,engineering,bachelor's in manufacturing engineering,"['business acumen', 'production planning']",['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in aerospace engineering experience: 1 years skills: structural analysis, matlab, aerodynamics, penetration testing, physics, cad, app testing, p&l management",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in electronics engineering experience: 3 years skills: hardware design, embedded systems, c#, django, r, pandas, microcontrollers, pcb design",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['attention to detail', 'teamwork']","['critical thinking', 'attention to detail']","['pcb design', 'circuit design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in electronics engineering experience: 1 years skills: financial analysis, cad, r, microcontrollers, embedded systems, technical writing, pcb design, c#",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,['financial analysis'],"['precision', 'financial analysis', 'critical thinking']","['pcb design', 'circuit design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in electrical engineering experience: 5 years skills: deep learning, troubleshooting, power systems, sales, mobile ui/ux, circuit design, electrical systems, responsive design",electrical engineer,bachelor's in electrical engineering,engineering,bachelor's in electrical engineering,"['attention to detail', 'time management']","['critical thinking', 'attention to detail']","['circuit design', 'cad', 'electrical systems']","['circuit design', 'cad', 'electrical systems']"
"education: bachelor's in mechanical engineering experience: 5 years skills: cad, terraform, production planning, process design, quality control, equipment knowledge, query optimization, problem solving",manufacturing engineer,bachelor's in mechanical engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in communications experience: 5 years skills: analytics, research, content strategy, seo, writing, project management, react, critical thinking",content marketing manager,bachelor's in communications,economy,bachelor's in marketing,"['business acumen', 'negotiation', 'communication']","['communication', 'planning', 'negotiation']",['seo'],['seo']
"education: bachelor's in chemical engineering experience: 4 years skills: laboratory skills, safety, chemical processes, process design, data analysis, budget management, thermochemistry, angular",chemical engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,['data analysis'],['data analysis'],['process design'],['process design']
"education: bachelor's in civil engineering experience: 3 years skills: structural analysis, confluence, building codes, calculations, materials, business acumen, css, design",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['business acumen', 'structural analysis']",['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in manufacturing engineering experience: 2 years skills: problem solving, process design, azure, equipment knowledge, cad, prototyping, quality control, decision making",manufacturing engineer,bachelor's in manufacturing engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in accounting experience: 4 years skills: compliance, c++, risk assessment, firewalls, communication, leadership, angular, internal controls",audit manager,bachelor's in accounting,economy,bachelor's in accounting,"['planning', 'business acumen']","['business acumen', 'communication', 'planning', 'negotiation']",['audit procedures'],['audit procedures']
"education: bachelor's in chemical engineering experience: 3 years skills: flask, safety, postgresql, chemical processes, thermochemistry, data analysis, process design, laboratory skills",chemical engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,['data analysis'],['data analysis'],['process design'],['process design']
"education: bachelor's in aerospace engineering experience: 4 years skills: structural analysis, postgresql, cad, aerodynamics, physics, user interface, design, matlab",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in electronics engineering experience: 1 years skills: cad, circuit design, embedded systems, python, hardware design, microcontrollers, problem solving, jupyter",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['attention to detail', 'teamwork']","['problem solving', 'time management', 'attention to detail']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in mechanical engineering experience: 4 years skills: production planning, quality control, problem solving, cad, process design, machine learning, kanban, prototyping",manufacturing engineer,bachelor's in mechanical engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in civil engineering experience: 2 years skills: design, structural analysis, calculations, materials, pytorch, cad, problem solving, pandas",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in mechanical engineering experience: 4 years skills: mobile security, graphic design, quality control, cad, creativity, production planning, equipment knowledge, process design",manufacturing engineer,bachelor's in mechanical engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in design experience: 2 years skills: usability testing, user research, r, prototyping, wireframing, communication, shell scripting, design thinking",ux designer,bachelor's in design,creative_design,bachelor's in design,"['storytelling', 'communication', 'collaboration']","['storytelling', 'collaboration', 'attention to detail']","['prototyping', 'wireframing']","['prototyping', 'wireframing']"
"education: bachelor's in biomedical engineering experience: 4 years skills: cad, technical design, decision making, problem solving, medical devices, adobe creative suite, regulatory knowledge, web accessibility",biomedical engineer,bachelor's in biomedical engineering,engineering,bachelor's in biomedical engineering,"['teamwork', 'critical thinking', 'precision']","['time management', 'problem solving', 'critical thinking']",['cad'],['cad']
"education: bachelor's in marketing experience: 4 years skills: analytics, platform knowledge, social media strategy, user experience, penetration testing, r, copywriting, community management",social media manager,bachelor's in marketing,economy,bachelor's in marketing,"['planning', 'negotiation', 'strategic thinking']","['strategic thinking', 'planning', 'decision making', 'negotiation']",['copywriting'],['copywriting']
"education: bachelor's in electrical engineering experience: 4 years skills: power systems, android, cad, financial analysis, shell scripting, css, user experience, troubleshooting",electrical engineer,bachelor's in electrical engineering,engineering,bachelor's in electrical engineering,['financial analysis'],"['precision', 'financial analysis', 'attention to detail']","['circuit design', 'cad', 'electrical systems']","['circuit design', 'cad', 'electrical systems']"
"education: digital marketing certification experience: 5 years skills: problem solving, social media, analytics, sem, content strategy, web accessibility, email marketing, seo",digital marketing manager,digital marketing certification,economy,bachelor's in marketing,"['strategic thinking', 'communication', 'decision making']","['business acumen', 'strategic thinking', 'planning', 'decision making']",['seo'],['seo']
"education: bachelor's in business experience: 6 years skills: leadership, communication, campaign management, security architecture, analytics, budget management, ios, cloudformation",marketing manager,bachelor's in business,economy,bachelor's in marketing,"['decision making', 'business acumen', 'communication']","['business acumen', 'decision making', 'communication']","['brand strategy', 'campaign management']","['campaign management', 'brand strategy']"
"education: bachelor's in civil engineering experience: 2 years skills: cad, technical design, project management, autocad, building codes, structural analysis, sales, nosql",civil engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['autocad', 'cad', 'building codes']","['autocad', 'building codes', 'cad']"
"education: bachelor's in automotive engineering experience: 4 years skills: p&l management, shell scripting, leadership, materials, cad, vehicle systems, thermal systems, ruby",automotive engineer,bachelor's in automotive engineering,engineering,bachelor's in automotive engineering,"['attention to detail', 'time management', 'teamwork']","['precision', 'teamwork', 'time management']","['cad', 'thermal systems', 'vehicle systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: bachelor's in business experience: 5 years skills: php, sql, product strategy, market research, positioning, campaign management, analytics, messaging",product marketing manager,bachelor's in business,economy,bachelor's in marketing,"['decision making', 'planning', 'communication']","['strategic thinking', 'negotiation', 'communication']",['campaign management'],['campaign management']
"education: bachelor's in finance experience: 4 years skills: budget planning, financial analysis, web design, forecasting, attention to detail, excel, communication, machine learning",budget analyst,bachelor's in finance,economy,bachelor's in finance,"['budget planning', 'financial analysis']","['budget planning', 'financial analysis']",['excel'],['excel']
"education: bachelor's in electronics engineering experience: 0 years skills: hardware design, oracle, cad, microcontrollers, presentation skills, pcb design, circuit design, embedded systems",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['critical thinking', 'attention to detail']","['precision', 'critical thinking', 'attention to detail']","['pcb design', 'circuit design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in marketing experience: 4 years skills: email campaign management, node.js, jira, android, copywriting, serverless, a/b testing, automation platforms",email marketing specialist,bachelor's in marketing,economy,bachelor's in marketing,"['business acumen', 'planning']","['planning', 'negotiation']",['copywriting'],['copywriting']
"education: bachelor's in civil engineering experience: 6 years skills: structural analysis, cad, materials, technical writing, perl, building codes, seo, calculations",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in accounting experience: 2 years skills: agile, irs knowledge, software, ios, compliance, teamwork, postgresql, accounting",tax specialist,bachelor's in accounting,economy,bachelor's in accounting,['tax planning'],['tax planning'],['accounting'],['accounting']
"education: bachelor's in aerospace engineering experience: 1 years skills: design, aerodynamics, cad, physics, matlab, structural analysis, tableau, tensorflow",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in design experience: 3 years skills: prototyping tools, creativity, android, figma, power bi, ui principles, scrum, design systems",ui designer,bachelor's in design,creative_design,bachelor's in design,"['communication', 'adaptability']","['creativity', 'adaptability', 'communication']",['figma'],['figma']
"education: bachelor's in mechanical engineering experience: 3 years skills: materials, cad, problem solving, thermal systems, ci/cd, typescript, sql, testing",automotive engineer,bachelor's in mechanical engineering,engineering,bachelor's in automotive engineering,"['precision', 'critical thinking']","['precision', 'problem solving', 'critical thinking']","['cad', 'vehicle systems', 'thermal systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: cpa or tax certification experience: 5 years skills: software, accounting, jupyter, tax planning, seo, irs knowledge, cassandra, compliance",tax specialist,accounting or tax certification,economy,bachelor's in accounting,['tax planning'],['tax planning'],"['accounting', 'seo']",['accounting']
"education: bachelor's in economics experience: 0 years skills: statistics, tableau, risk analysis, pandas, financial modeling, python, excel, mongodb",financial analyst,bachelor's in economics,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'valuation', 'statistics', 'financial modeling', 'excel']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: cpa or tax certification experience: 4 years skills: tax planning, node.js, query optimization, compliance, software, tax law, irs knowledge, accounting",tax specialist,accounting or tax certification,economy,bachelor's in accounting,"['tax planning', 'financial analysis']",['tax planning'],['accounting'],['accounting']
"education: bachelor's in design experience: 1 years skills: android, wireframing, usability testing, network security, prototyping, communication, jenkins, user research",ux designer,bachelor's in design,creative_design,bachelor's in design,"['storytelling', 'adaptability', 'collaboration']","['adaptability', 'storytelling', 'collaboration', 'attention to detail']","['prototyping', 'wireframing']","['prototyping', 'wireframing']"
"education: bachelor's in finance experience: 1 years skills: financial modeling, excel, kotlin, risk analysis, statistics, wireframing, security protocols, valuation",financial analyst,bachelor's in finance,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: bachelor's in mechanical engineering experience: 2 years skills: p&l management, mechanical design, typescript, responsive design, technical documentation, problem solving, thermodynamics, cad",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['time management', 'precision']","['precision', 'teamwork', 'problem solving', 'time management']",['cad'],['cad']
"education: bachelor's in design experience: 4 years skills: django, creativity, web design, figma, responsive design, deep learning, user experience, design tools",web designer,bachelor's in design,creative_design,bachelor's in design,"['storytelling', 'attention to detail']","['storytelling', 'collaboration', 'attention to detail']","['responsive design', 'web design', 'figma']","['responsive design', 'web design']"
"education: bachelor's in finance experience: 1 years skills: valuation, financial modeling, database design, risk analysis, marketing, statistics, excel, python",financial analyst,bachelor's in finance,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: bachelor's in mechanical engineering experience: 4 years skills: django, problem solving, mechanical design, seo, physics, technical documentation, thermodynamics, cad",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['attention to detail', 'time management']","['teamwork', 'time management']",['cad'],['cad']
"education: bachelor's in mechanical engineering experience: 5 years skills: equipment knowledge, production planning, html, quality control, cad, data analysis, process design, cassandra",manufacturing engineer,bachelor's in mechanical engineering,engineering,bachelor's in manufacturing engineering,"['production planning', 'data analysis']",['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in economics experience: 3 years skills: financial modeling, redis, user interface, valuation, risk analysis, python, excel, statistics",financial analyst,bachelor's in economics,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: bachelor's in electronics engineering experience: 1 years skills: microcontrollers, circuit design, pcb design, embedded systems, jenkins, hardware design, android, cad",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['teamwork', 'problem solving']","['problem solving', 'teamwork', 'precision']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in finance experience: 4 years skills: attention to detail, decision making, budget planning, excel, financial analysis, sales, forecasting, communication",budget analyst,bachelor's in finance,economy,bachelor's in finance,"['budget planning', 'financial analysis']","['budget planning', 'financial analysis']",['excel'],['excel']
"education: bachelor's in communications experience: 3 years skills: relationship building, adaptability, data analysis, php, crm, product knowledge, terraform, negotiation",account executive,bachelor's in communications,economy,bachelor's in business,['data analysis'],"['business acumen', 'strategic thinking', 'data analysis']",['crm'],['crm']
"education: bachelor's in marketing experience: 4 years skills: automation platforms, react native, email campaign management, tensorflow, segmentation, a/b testing, analytics, c#",email marketing specialist,bachelor's in marketing,economy,bachelor's in marketing,"['business acumen', 'strategic thinking']","['business acumen', 'strategic thinking', 'decision making']",['copywriting'],['copywriting']
"education: design certification experience: 4 years skills: tableau, web accessibility, adobe creative suite, visual communication, branding, attention to detail, penetration testing, creativity",graphic designer,design certification,creative_design,bachelor's in graphic design,"['storytelling', 'communication', 'attention to detail']","['communication', 'storytelling', 'attention to detail']",['adobe creative suite'],['adobe creative suite']
"education: bachelor's in marketing experience: 3 years skills: confluence, content creation, social media strategy, platform knowledge, community management, vue.js, strategic planning, analytics",social media manager,bachelor's in marketing,economy,bachelor's in marketing,"['communication', 'negotiation']","['negotiation', 'communication']",['copywriting'],['copywriting']
"education: cpa or tax certification experience: 2 years skills: irs knowledge, tax law, tax planning, compliance, communication, accounting, mysql, business acumen",tax specialist,accounting or tax certification,economy,bachelor's in accounting,"['tax planning', 'business acumen']",['tax planning'],['accounting'],['accounting']
"education: bachelor's in civil engineering experience: 3 years skills: autocad, project management, building codes, cad, business acumen, c#, structural analysis, firewalls",civil engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['business acumen', 'structural analysis']",['structural analysis'],"['autocad', 'cad', 'building codes']","['autocad', 'building codes', 'cad']"
"education: bachelor's in marketing experience: 2 years skills: a/b testing, ansible, email campaign management, analytics, user interface, segmentation, copywriting, automation platforms",email marketing specialist,bachelor's in marketing,economy,bachelor's in marketing,"['communication', 'planning']","['business acumen', 'planning', 'decision making']",['copywriting'],['copywriting']
"education: bachelor's in business experience: 3 years skills: relationship building, sales, account management, negotiation, strategic planning, product knowledge, crm, graphql",account executive,bachelor's in business,economy,bachelor's in business,['financial analysis'],"['financial analysis', 'communication']",['crm'],['crm']
"education: bachelor's in automotive engineering experience: 2 years skills: materials, c++, testing, vehicle systems, problem solving, cloudformation, thermal systems, cad",automotive engineer,bachelor's in automotive engineering,engineering,bachelor's in automotive engineering,"['precision', 'teamwork']","['precision', 'teamwork', 'critical thinking']","['cad', 'thermal systems', 'vehicle systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: seo certification experience: 1 years skills: backlink strategy, content optimization, technical seo, market research, analytics, query optimization, html, keyword research",seo specialist,seo certification,economy,bachelor's in marketing,"['strategic thinking', 'business acumen']","['strategic thinking', 'planning']",['seo'],['seo']
"education: bachelor's in finance experience: 1 years skills: excel, research, valuation, android, m&a, rust, communication, financial modeling",investment banking analyst,bachelor's in finance,economy,bachelor's in finance,"['strategic thinking', 'communication', 'decision making']","['business acumen', 'decision making', 'communication']","['financial modeling', 'excel', 'valuation']","['financial modeling', 'excel', 'valuation']"
"education: bachelor's in marketing experience: 0 years skills: ci/cd, keyword research, seo, content optimization, technical seo, kanban, network security, analytics",seo specialist,bachelor's in marketing,economy,bachelor's in marketing,"['communication', 'business acumen', 'decision making']","['business acumen', 'planning', 'decision making', 'communication']",['seo'],['seo']
"education: bachelor's in graphic design experience: 3 years skills: creativity, python, branding, budget management, gcp, terraform, design software, adobe creative suite",graphic designer,bachelor's in graphic design,creative_design,bachelor's in graphic design,"['adaptability', 'attention to detail', 'storytelling']","['adaptability', 'storytelling', 'collaboration']",['adobe creative suite'],['adobe creative suite']
"education: bachelor's in civil engineering experience: 4 years skills: app testing, project management, structural analysis, building codes, technical design, cad, autocad, postgresql",civil engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['autocad', 'cad', 'building codes']","['autocad', 'building codes', 'cad']"
"education: bachelor's in civil engineering experience: 5 years skills: ansible, calculations, design, cad, building codes, structural analysis, materials, numpy",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in automotive engineering experience: 2 years skills: problem solving, adobe creative suite, jenkins, materials, creativity, cad, go, vehicle systems",automotive engineer,bachelor's in automotive engineering,engineering,bachelor's in automotive engineering,"['time management', 'attention to detail']","['critical thinking', 'time management']","['cad', 'vehicle systems', 'thermal systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: bachelor's in civil engineering experience: 4 years skills: structural analysis, technical writing, materials, calculations, design, building codes, go, cad",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in finance experience: 3 years skills: marketing, aws, risk analysis, kotlin, excel, python, flutter, financial modeling",financial analyst,bachelor's in finance,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: bachelor's in design experience: 3 years skills: redis, design thinking, prototyping, numpy, communication, usability testing, jupyter, user research",ux designer,bachelor's in design,creative_design,bachelor's in design,"['storytelling', 'communication']","['attention to detail', 'storytelling', 'communication']","['prototyping', 'wireframing']","['prototyping', 'wireframing']"
"education: cpa or equivalent experience: 3 years skills: pandas, financial analysis, tax knowledge, accounting principles, microservices, gaap, excel, quickbooks",accountant,accounting or equivalent,economy,bachelor's in accounting,['financial analysis'],['financial analysis'],['excel'],['excel']
"education: certification experience: 4 years skills: creativity, rendering, negotiation, technical writing, prototyping, 3d modeling, software skills, texturing",3d artist,certification,creative_design,bachelor's in 3d art,"['communication', 'creativity']","['creativity', 'storytelling']","['rendering', 'prototyping', 'texturing', '3d modeling']","['3d modeling', 'rendering', 'texturing']"
"education: bachelor's in mechanical engineering experience: 3 years skills: thermodynamics, technical documentation, kubernetes, flutter, cad, physics, mechanical design, problem solving",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['attention to detail', 'precision', 'critical thinking']","['precision', 'problem solving', 'critical thinking', 'attention to detail']",['cad'],['cad']
"education: bachelor's in marketing experience: 4 years skills: communication, campaign management, budget management, brand strategy, analytics, leadership, presentation skills, user interface",marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['decision making', 'planning']","['strategic thinking', 'planning', 'negotiation']","['brand strategy', 'campaign management']","['campaign management', 'brand strategy']"
"education: web design certification experience: 0 years skills: marketing, user experience, design tools, graphql, creativity, web design, html/css, jupyter",web designer,web design certification,creative_design,bachelor's in design,"['adaptability', 'attention to detail', 'collaboration']","['adaptability', 'collaboration']","['responsive design', 'web design']","['responsive design', 'web design']"
"education: certification experience: 0 years skills: ios, rendering, software skills, figma, 3d modeling, creativity, problem solving, texturing",3d artist,certification,creative_design,bachelor's in 3d art,"['creativity', 'communication']","['creativity', 'collaboration', 'communication']","['rendering', 'texturing', '3d modeling', 'figma']","['3d modeling', 'rendering', 'texturing']"
"education: bachelor's in marketing experience: 2 years skills: campaign management, node.js, messaging, analytics, java, shell scripting, product strategy, market research",product marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['business acumen', 'decision making']","['business acumen', 'planning']",['campaign management'],['campaign management']
"education: bachelor's in electronics engineering experience: 4 years skills: c/c++, css, kubernetes, low-level programming, embedded linux, hardware, real-time systems, microcontrollers",embedded systems engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['problem solving', 'precision']","['problem solving', 'teamwork', 'attention to detail']",['microcontrollers'],['microcontrollers']
"education: bachelor's in mechanical engineering experience: 4 years skills: thermal systems, ruby, materials, jenkins, vehicle systems, p&l management, cad, testing",automotive engineer,bachelor's in mechanical engineering,engineering,bachelor's in automotive engineering,"['teamwork', 'critical thinking', 'precision']","['precision', 'teamwork', 'problem solving']","['cad', 'thermal systems', 'vehicle systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: bachelor's in manufacturing engineering experience: 5 years skills: strategic planning, production planning, firewalls, quality control, problem solving, cad, equipment knowledge, process design",manufacturing engineer,bachelor's in manufacturing engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in marketing experience: 1 years skills: platform knowledge, data analysis, compliance, analytics, copywriting, scala, social media strategy, content creation",social media manager,bachelor's in marketing,economy,bachelor's in marketing,['data analysis'],"['decision making', 'data analysis']",['copywriting'],['copywriting']
"education: bachelor's in mechanical engineering experience: 3 years skills: physics, documentation, cad, graphic design, mechanical design, php, strategic planning, problem solving",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['precision', 'teamwork', 'time management']","['precision', 'teamwork', 'problem solving']",['cad'],['cad']
"education: bachelor's in chemical engineering experience: 3 years skills: thermochemistry, laboratory skills, data analysis, scikit-learn, deep learning, react, safety, pytorch",chemical engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,['data analysis'],['data analysis'],['process design'],['process design']
"education: bachelor's in accounting experience: 6 years skills: risk assessment, sales, internal controls, css, compliance, audit procedures, leadership, communication",audit manager,bachelor's in accounting,economy,bachelor's in accounting,"['planning', 'negotiation', 'business acumen']","['business acumen', 'planning']",['audit procedures'],['audit procedures']
"education: bachelor's in mechanical engineering experience: 4 years skills: azure, physics, mongodb, cad, problem solving, thermodynamics, sql, mechanical design",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['critical thinking', 'time management']","['precision', 'critical thinking', 'time management']",['cad'],['cad']
"education: bachelor's in civil engineering experience: 5 years skills: materials, design, redis, calculations, structural analysis, negotiation, scikit-learn, cad",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in accounting experience: 5 years skills: business acumen, communication, audit procedures, internal controls, azure, leadership, shell scripting, adaptability",audit manager,bachelor's in accounting,economy,bachelor's in accounting,['business acumen'],"['business acumen', 'negotiation']",['audit procedures'],['audit procedures']
"education: bachelor's in 3d art experience: 0 years skills: kanban, rendering, 3d modeling, problem solving, react native, mysql, software skills, texturing",3d artist,bachelor's in 3d art,creative_design,bachelor's in 3d art,"['adaptability', 'attention to detail']","['creativity', 'adaptability', 'attention to detail']","['rendering', 'texturing', '3d modeling']","['3d modeling', 'rendering', 'texturing']"
"education: bachelor's in aerospace engineering experience: 5 years skills: kotlin, matlab, javascript, design, structural analysis, physics, aerodynamics, aws",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in marketing experience: 4 years skills: writing, postgresql, project management, content strategy, research, jira, analytics, seo",content marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['decision making', 'negotiation']","['strategic thinking', 'decision making', 'negotiation']",['seo'],['seo']
"education: certification experience: 2 years skills: texturing, graphql, software skills, presentation skills, creativity, 3d modeling, problem solving, rendering",3d artist,certification,creative_design,bachelor's in 3d art,"['collaboration', 'adaptability']","['storytelling', 'collaboration']","['rendering', 'texturing', '3d modeling']","['3d modeling', 'rendering', 'texturing']"
"education: bachelor's in marketing experience: 4 years skills: project management, writing, node.js, seo, graphql, python, content strategy, jenkins",content marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['decision making', 'planning', 'communication']","['strategic thinking', 'decision making', 'communication']","['python', 'seo']",['seo']
"education: bachelor's in chemical engineering experience: 5 years skills: mongodb, process design, safety, data analysis, laboratory skills, thermochemistry, adaptability, chemical processes",chemical engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,['data analysis'],['data analysis'],['process design'],['process design']
